,u,i,ts,label,idx
142,92,189,0.0,0.0,143
143,92,81,0.0,0.0,144
144,92,32,0.0,0.0,145
145,92,131,0.0,0.0,146
146,92,176,0.0,0.0,147
147,92,120,0.0,0.0,148
148,92,84,0.0,0.0,149
149,92,33,0.0,0.0,150
150,92,129,0.0,0.0,151
151,92,35,0.0,0.0,152
152,92,34,0.0,0.0,153
153,92,134,0.0,0.0,154
154,92,153,0.0,0.0,155
155,92,213,0.0,0.0,156
156,92,53,0.0,0.0,157
157,92,38,0.0,0.0,158
158,92,88,0.0,0.0,159
159,92,180,0.0,0.0,160
160,92,154,0.0,0.0,161
161,92,109,0.0,0.0,162
162,92,45,0.0,0.0,163
163,92,89,0.0,0.0,164
164,92,182,0.0,0.0,165
165,92,197,0.0,0.0,166
166,92,128,0.0,0.0,167
167,92,170,0.0,0.0,168
168,92,174,0.0,0.0,169
169,92,37,0.0,0.0,170
170,92,108,0.0,0.0,171
171,92,159,0.0,0.0,172
172,92,204,0.0,0.0,173
173,92,143,0.0,0.0,174
174,92,149,0.0,0.0,175
175,92,80,0.0,0.0,176
176,92,187,0.0,0.0,177
177,92,130,0.0,0.0,178
178,92,150,0.0,0.0,179
179,92,181,0.0,0.0,180
180,92,221,0.0,0.0,181
181,92,222,0.0,0.0,182
182,92,175,0.0,0.0,183
183,92,199,0.0,0.0,184
184,92,133,0.0,0.0,185
185,92,31,0.0,0.0,186
186,92,58,0.0,0.0,187
187,92,118,0.0,0.0,188
188,92,183,0.0,0.0,189
189,92,86,0.0,0.0,190
190,92,40,0.0,0.0,191
191,92,17,0.0,0.0,192
192,92,87,0.0,0.0,193
193,92,146,0.0,0.0,194
194,92,93,0.0,0.0,195
195,92,121,0.0,0.0,196
196,92,198,0.0,0.0,197
197,92,202,0.0,0.0,198
198,92,141,0.0,0.0,199
199,185,64,0.0,0.0,200
200,185,171,0.0,0.0,201
201,185,217,0.0,0.0,202
202,185,78,0.0,0.0,203
203,185,99,0.0,0.0,204
204,185,28,0.0,0.0,205
205,185,126,0.0,0.0,206
206,185,173,0.0,0.0,207
207,185,219,0.0,0.0,208
208,185,30,0.0,0.0,209
209,185,82,0.0,0.0,210
210,185,119,0.0,0.0,211
211,185,132,0.0,0.0,212
212,185,103,0.0,0.0,213
213,185,117,0.0,0.0,214
214,185,177,0.0,0.0,215
215,185,178,0.0,0.0,216
216,185,192,0.0,0.0,217
217,185,224,0.0,0.0,218
218,185,179,0.0,0.0,219
219,185,172,0.0,0.0,220
220,185,124,0.0,0.0,221
221,185,200,0.0,0.0,222
222,185,196,0.0,0.0,223
223,185,14,0.0,0.0,224
224,185,137,0.0,0.0,225
225,185,138,0.0,0.0,226
226,185,113,0.0,0.0,227
227,185,36,0.0,0.0,228
228,185,69,0.0,0.0,229
229,185,193,0.0,0.0,230
230,185,90,0.0,0.0,231
231,185,174,0.0,0.0,232
232,185,37,0.0,0.0,233
233,185,159,0.0,0.0,234
234,185,149,0.0,0.0,235
235,185,26,0.0,0.0,236
236,185,80,0.0,0.0,237
237,185,130,0.0,0.0,238
238,185,220,0.0,0.0,239
239,185,198,0.0,0.0,240
240,185,131,0.0,0.0,241
241,185,133,0.0,0.0,242
242,185,58,0.0,0.0,243
243,185,84,0.0,0.0,244
244,185,141,0.0,0.0,245
245,185,146,0.0,0.0,246
246,185,93,0.0,0.0,247
247,185,154,0.0,0.0,248
248,185,202,0.0,0.0,249
249,185,128,0.0,0.0,250
250,185,170,0.0,0.0,251
251,185,108,0.0,0.0,252
252,185,204,0.0,0.0,253
253,185,143,0.0,0.0,254
254,185,79,0.0,0.0,255
255,185,187,0.0,0.0,256
256,185,150,0.0,0.0,257
257,185,221,0.0,0.0,258
258,185,189,0.0,0.0,259
259,185,222,0.0,0.0,260
260,185,199,0.0,0.0,261
261,185,31,0.0,0.0,262
262,185,118,0.0,0.0,263
263,185,183,0.0,0.0,264
264,185,86,0.0,0.0,265
265,185,134,0.0,0.0,266
266,185,40,0.0,0.0,267
267,185,17,0.0,0.0,268
268,185,87,0.0,0.0,269
269,185,121,0.0,0.0,270
270,185,91,0.0,0.0,271
271,185,197,0.0,0.0,272
272,185,25,0.0,0.0,273
273,185,98,0.0,0.0,274
274,185,27,0.0,0.0,275
275,185,29,0.0,0.0,276
276,185,181,0.0,0.0,277
277,185,48,0.0,0.0,278
278,185,81,0.0,0.0,279
279,185,32,0.0,0.0,280
280,185,175,0.0,0.0,281
281,185,176,0.0,0.0,282
282,185,120,0.0,0.0,283
283,185,33,0.0,0.0,284
284,185,129,0.0,0.0,285
285,185,35,0.0,0.0,286
286,185,34,0.0,0.0,287
287,185,153,0.0,0.0,288
288,185,213,0.0,0.0,289
289,185,53,0.0,0.0,290
290,185,38,0.0,0.0,291
291,185,88,0.0,0.0,292
292,185,180,0.0,0.0,293
293,185,109,0.0,0.0,294
294,185,45,0.0,0.0,295
295,185,89,0.0,0.0,296
296,185,182,0.0,0.0,297
297,64,171,0.0,0.0,298
298,64,217,0.0,0.0,299
299,64,78,0.0,0.0,300
300,64,99,0.0,0.0,301
301,64,28,0.0,0.0,302
302,64,126,0.0,0.0,303
303,64,173,0.0,0.0,304
304,64,219,0.0,0.0,305
305,64,30,0.0,0.0,306
306,64,82,0.0,0.0,307
307,64,119,0.0,0.0,308
308,64,132,0.0,0.0,309
309,64,103,0.0,0.0,310
310,64,117,0.0,0.0,311
311,64,177,0.0,0.0,312
312,64,178,0.0,0.0,313
313,64,192,0.0,0.0,314
314,64,224,0.0,0.0,315
315,64,179,0.0,0.0,316
316,64,172,0.0,0.0,317
317,64,124,0.0,0.0,318
318,64,200,0.0,0.0,319
319,64,196,0.0,0.0,320
320,64,14,0.0,0.0,321
321,64,137,0.0,0.0,322
322,64,138,0.0,0.0,323
323,64,113,0.0,0.0,324
324,64,36,0.0,0.0,325
325,64,69,0.0,0.0,326
326,64,193,0.0,0.0,327
327,64,90,0.0,0.0,328
328,64,174,0.0,0.0,329
329,64,204,0.0,0.0,330
330,64,143,0.0,0.0,331
331,64,80,0.0,0.0,332
332,64,27,0.0,0.0,333
333,64,220,0.0,0.0,334
334,64,221,0.0,0.0,335
335,64,81,0.0,0.0,336
336,64,32,0.0,0.0,337
337,64,175,0.0,0.0,338
338,64,199,0.0,0.0,339
339,64,133,0.0,0.0,340
340,64,120,0.0,0.0,341
341,64,86,0.0,0.0,342
342,64,34,0.0,0.0,343
343,64,88,0.0,0.0,344
344,64,128,0.0,0.0,345
345,64,170,0.0,0.0,346
346,64,108,0.0,0.0,347
347,64,149,0.0,0.0,348
348,64,26,0.0,0.0,349
349,64,79,0.0,0.0,350
350,64,187,0.0,0.0,351
351,64,150,0.0,0.0,352
352,64,189,0.0,0.0,353
353,64,222,0.0,0.0,354
354,64,198,0.0,0.0,355
355,64,31,0.0,0.0,356
356,64,118,0.0,0.0,357
357,64,183,0.0,0.0,358
358,64,134,0.0,0.0,359
359,64,40,0.0,0.0,360
360,64,17,0.0,0.0,361
361,64,87,0.0,0.0,362
362,64,146,0.0,0.0,363
363,64,93,0.0,0.0,364
364,64,202,0.0,0.0,365
365,64,121,0.0,0.0,366
366,64,91,0.0,0.0,367
367,64,197,0.0,0.0,368
368,64,37,0.0,0.0,369
369,64,25,0.0,0.0,370
370,64,159,0.0,0.0,371
371,64,98,0.0,0.0,372
372,64,130,0.0,0.0,373
373,64,29,0.0,0.0,374
374,64,181,0.0,0.0,375
375,64,48,0.0,0.0,376
376,64,131,0.0,0.0,377
377,64,176,0.0,0.0,378
378,64,58,0.0,0.0,379
379,64,84,0.0,0.0,380
380,64,33,0.0,0.0,381
381,64,129,0.0,0.0,382
382,64,35,0.0,0.0,383
383,64,153,0.0,0.0,384
384,64,213,0.0,0.0,385
385,64,53,0.0,0.0,386
386,64,38,0.0,0.0,387
387,64,180,0.0,0.0,388
388,64,154,0.0,0.0,389
389,64,109,0.0,0.0,390
390,64,45,0.0,0.0,391
391,64,89,0.0,0.0,392
392,64,182,0.0,0.0,393
393,64,141,0.0,0.0,394
394,171,217,0.0,0.0,395
395,171,78,0.0,0.0,396
396,171,99,0.0,0.0,397
397,171,28,0.0,0.0,398
398,171,126,0.0,0.0,399
399,171,173,0.0,0.0,400
400,171,219,0.0,0.0,401
401,171,30,0.0,0.0,402
402,171,82,0.0,0.0,403
403,171,119,0.0,0.0,404
404,171,132,0.0,0.0,405
405,171,103,0.0,0.0,406
406,171,117,0.0,0.0,407
407,171,177,0.0,0.0,408
408,171,178,0.0,0.0,409
409,171,192,0.0,0.0,410
410,171,224,0.0,0.0,411
411,171,179,0.0,0.0,412
412,171,172,0.0,0.0,413
413,171,124,0.0,0.0,414
414,171,200,0.0,0.0,415
415,171,196,0.0,0.0,416
416,171,14,0.0,0.0,417
417,171,137,0.0,0.0,418
418,171,138,0.0,0.0,419
419,171,113,0.0,0.0,420
420,171,36,0.0,0.0,421
421,171,69,0.0,0.0,422
422,171,193,0.0,0.0,423
423,171,90,0.0,0.0,424
424,171,159,0.0,0.0,425
425,171,26,0.0,0.0,426
426,171,27,0.0,0.0,427
427,171,220,0.0,0.0,428
428,171,221,0.0,0.0,429
429,171,81,0.0,0.0,430
430,171,175,0.0,0.0,431
431,171,131,0.0,0.0,432
432,171,199,0.0,0.0,433
433,171,84,0.0,0.0,434
434,171,141,0.0,0.0,435
435,171,118,0.0,0.0,436
436,171,86,0.0,0.0,437
437,171,53,0.0,0.0,438
438,171,17,0.0,0.0,439
439,171,45,0.0,0.0,440
440,171,91,0.0,0.0,441
441,171,25,0.0,0.0,442
442,171,98,0.0,0.0,443
443,171,79,0.0,0.0,444
444,171,29,0.0,0.0,445
445,171,48,0.0,0.0,446
446,171,189,0.0,0.0,447
447,171,32,0.0,0.0,448
448,171,176,0.0,0.0,449
449,171,120,0.0,0.0,450
450,171,33,0.0,0.0,451
451,171,129,0.0,0.0,452
452,171,35,0.0,0.0,453
453,171,34,0.0,0.0,454
454,171,134,0.0,0.0,455
455,171,153,0.0,0.0,456
456,171,213,0.0,0.0,457
457,171,38,0.0,0.0,458
458,171,88,0.0,0.0,459
459,171,180,0.0,0.0,460
460,171,154,0.0,0.0,461
461,171,109,0.0,0.0,462
462,171,89,0.0,0.0,463
463,171,182,0.0,0.0,464
464,171,128,0.0,0.0,465
465,171,170,0.0,0.0,466
466,171,174,0.0,0.0,467
467,171,108,0.0,0.0,468
468,171,204,0.0,0.0,469
469,171,143,0.0,0.0,470
470,171,149,0.0,0.0,471
471,171,80,0.0,0.0,472
472,171,187,0.0,0.0,473
473,171,150,0.0,0.0,474
474,171,222,0.0,0.0,475
475,171,198,0.0,0.0,476
476,171,133,0.0,0.0,477
477,171,31,0.0,0.0,478
478,171,183,0.0,0.0,479
479,171,40,0.0,0.0,480
480,171,87,0.0,0.0,481
481,171,146,0.0,0.0,482
482,171,93,0.0,0.0,483
483,171,202,0.0,0.0,484
484,171,121,0.0,0.0,485
485,171,197,0.0,0.0,486
486,171,37,0.0,0.0,487
487,171,130,0.0,0.0,488
488,171,181,0.0,0.0,489
489,171,58,0.0,0.0,490
490,217,78,0.0,0.0,491
491,217,99,0.0,0.0,492
492,217,28,0.0,0.0,493
493,217,126,0.0,0.0,494
494,217,173,0.0,0.0,495
495,217,219,0.0,0.0,496
496,217,30,0.0,0.0,497
497,217,82,0.0,0.0,498
498,217,119,0.0,0.0,499
499,217,132,0.0,0.0,500
500,217,103,0.0,0.0,501
501,217,117,0.0,0.0,502
502,217,177,0.0,0.0,503
503,217,178,0.0,0.0,504
504,217,192,0.0,0.0,505
505,217,224,0.0,0.0,506
506,217,179,0.0,0.0,507
507,217,172,0.0,0.0,508
508,217,124,0.0,0.0,509
509,217,200,0.0,0.0,510
510,217,196,0.0,0.0,511
511,217,14,0.0,0.0,512
512,217,137,0.0,0.0,513
513,217,138,0.0,0.0,514
514,217,113,0.0,0.0,515
515,217,36,0.0,0.0,516
516,217,69,0.0,0.0,517
517,217,193,0.0,0.0,518
518,217,90,0.0,0.0,519
519,217,174,0.0,0.0,520
520,217,204,0.0,0.0,521
521,217,143,0.0,0.0,522
522,217,80,0.0,0.0,523
523,217,27,0.0,0.0,524
524,217,220,0.0,0.0,525
525,217,221,0.0,0.0,526
526,217,81,0.0,0.0,527
527,217,32,0.0,0.0,528
528,217,175,0.0,0.0,529
529,217,199,0.0,0.0,530
530,217,133,0.0,0.0,531
531,217,120,0.0,0.0,532
532,217,86,0.0,0.0,533
533,217,34,0.0,0.0,534
534,217,88,0.0,0.0,535
535,217,128,0.0,0.0,536
536,217,170,0.0,0.0,537
537,217,108,0.0,0.0,538
538,217,149,0.0,0.0,539
539,217,26,0.0,0.0,540
540,217,79,0.0,0.0,541
541,217,187,0.0,0.0,542
542,217,150,0.0,0.0,543
543,217,189,0.0,0.0,544
544,217,222,0.0,0.0,545
545,217,198,0.0,0.0,546
546,217,31,0.0,0.0,547
547,217,118,0.0,0.0,548
548,217,183,0.0,0.0,549
549,217,134,0.0,0.0,550
550,217,40,0.0,0.0,551
551,217,17,0.0,0.0,552
552,217,87,0.0,0.0,553
553,217,146,0.0,0.0,554
554,217,93,0.0,0.0,555
555,217,202,0.0,0.0,556
556,217,121,0.0,0.0,557
557,217,91,0.0,0.0,558
558,217,197,0.0,0.0,559
559,217,37,0.0,0.0,560
560,217,25,0.0,0.0,561
561,217,159,0.0,0.0,562
562,217,98,0.0,0.0,563
563,217,130,0.0,0.0,564
564,217,29,0.0,0.0,565
565,217,181,0.0,0.0,566
566,217,48,0.0,0.0,567
567,217,131,0.0,0.0,568
568,217,176,0.0,0.0,569
569,217,58,0.0,0.0,570
570,217,84,0.0,0.0,571
571,217,33,0.0,0.0,572
572,217,129,0.0,0.0,573
573,217,35,0.0,0.0,574
574,217,153,0.0,0.0,575
575,217,213,0.0,0.0,576
576,217,53,0.0,0.0,577
577,217,38,0.0,0.0,578
578,217,180,0.0,0.0,579
579,217,154,0.0,0.0,580
580,217,109,0.0,0.0,581
581,217,45,0.0,0.0,582
582,217,89,0.0,0.0,583
583,217,182,0.0,0.0,584
584,217,141,0.0,0.0,585
585,78,99,0.0,0.0,586
586,78,28,0.0,0.0,587
587,78,126,0.0,0.0,588
588,78,173,0.0,0.0,589
589,78,219,0.0,0.0,590
590,78,30,0.0,0.0,591
591,78,82,0.0,0.0,592
592,78,119,0.0,0.0,593
593,78,132,0.0,0.0,594
594,78,103,0.0,0.0,595
595,78,117,0.0,0.0,596
596,78,177,0.0,0.0,597
597,78,178,0.0,0.0,598
598,78,192,0.0,0.0,599
599,78,224,0.0,0.0,600
600,78,179,0.0,0.0,601
601,78,172,0.0,0.0,602
602,78,124,0.0,0.0,603
603,78,200,0.0,0.0,604
604,78,196,0.0,0.0,605
605,78,14,0.0,0.0,606
606,78,137,0.0,0.0,607
607,78,138,0.0,0.0,608
608,78,113,0.0,0.0,609
609,78,36,0.0,0.0,610
610,78,69,0.0,0.0,611
611,78,193,0.0,0.0,612
612,78,90,0.0,0.0,613
613,78,174,0.0,0.0,614
614,78,37,0.0,0.0,615
615,78,159,0.0,0.0,616
616,78,149,0.0,0.0,617
617,78,26,0.0,0.0,618
618,78,80,0.0,0.0,619
619,78,130,0.0,0.0,620
620,78,220,0.0,0.0,621
621,78,198,0.0,0.0,622
622,78,131,0.0,0.0,623
623,78,133,0.0,0.0,624
624,78,58,0.0,0.0,625
625,78,84,0.0,0.0,626
626,78,141,0.0,0.0,627
627,78,146,0.0,0.0,628
628,78,93,0.0,0.0,629
629,78,154,0.0,0.0,630
630,78,202,0.0,0.0,631
631,78,91,0.0,0.0,632
632,78,25,0.0,0.0,633
633,78,98,0.0,0.0,634
634,78,79,0.0,0.0,635
635,78,27,0.0,0.0,636
636,78,29,0.0,0.0,637
637,78,48,0.0,0.0,638
638,78,189,0.0,0.0,639
639,78,81,0.0,0.0,640
640,78,32,0.0,0.0,641
641,78,176,0.0,0.0,642
642,78,120,0.0,0.0,643
643,78,33,0.0,0.0,644
644,78,129,0.0,0.0,645
645,78,35,0.0,0.0,646
646,78,34,0.0,0.0,647
647,78,134,0.0,0.0,648
648,78,153,0.0,0.0,649
649,78,213,0.0,0.0,650
650,78,53,0.0,0.0,651
651,78,38,0.0,0.0,652
652,78,88,0.0,0.0,653
653,78,180,0.0,0.0,654
654,78,109,0.0,0.0,655
655,78,45,0.0,0.0,656
656,78,89,0.0,0.0,657
657,78,182,0.0,0.0,658
658,78,128,0.0,0.0,659
659,78,170,0.0,0.0,660
660,78,108,0.0,0.0,661
661,78,204,0.0,0.0,662
662,78,143,0.0,0.0,663
663,78,187,0.0,0.0,664
664,78,150,0.0,0.0,665
665,78,221,0.0,0.0,666
666,78,222,0.0,0.0,667
667,78,199,0.0,0.0,668
668,78,31,0.0,0.0,669
669,78,118,0.0,0.0,670
670,78,183,0.0,0.0,671
671,78,86,0.0,0.0,672
672,78,40,0.0,0.0,673
673,78,17,0.0,0.0,674
674,78,87,0.0,0.0,675
675,78,121,0.0,0.0,676
676,78,197,0.0,0.0,677
677,78,181,0.0,0.0,678
678,78,175,0.0,0.0,679
679,99,28,0.0,0.0,680
680,99,126,0.0,0.0,681
681,99,173,0.0,0.0,682
682,99,219,0.0,0.0,683
683,99,30,0.0,0.0,684
684,99,82,0.0,0.0,685
685,99,119,0.0,0.0,686
686,99,132,0.0,0.0,687
687,99,103,0.0,0.0,688
688,99,117,0.0,0.0,689
689,99,177,0.0,0.0,690
690,99,178,0.0,0.0,691
691,99,192,0.0,0.0,692
692,99,224,0.0,0.0,693
693,99,179,0.0,0.0,694
694,99,172,0.0,0.0,695
695,99,124,0.0,0.0,696
696,99,200,0.0,0.0,697
697,99,196,0.0,0.0,698
698,99,14,0.0,0.0,699
699,99,137,0.0,0.0,700
700,99,138,0.0,0.0,701
701,99,113,0.0,0.0,702
702,99,36,0.0,0.0,703
703,99,69,0.0,0.0,704
704,99,193,0.0,0.0,705
705,99,90,0.0,0.0,706
706,99,91,0.0,0.0,707
707,99,25,0.0,0.0,708
708,99,98,0.0,0.0,709
709,99,26,0.0,0.0,710
710,99,79,0.0,0.0,711
711,99,27,0.0,0.0,712
712,99,29,0.0,0.0,713
713,99,220,0.0,0.0,714
714,99,48,0.0,0.0,715
715,99,189,0.0,0.0,716
716,99,81,0.0,0.0,717
717,99,32,0.0,0.0,718
718,99,131,0.0,0.0,719
719,99,176,0.0,0.0,720
720,99,120,0.0,0.0,721
721,99,84,0.0,0.0,722
722,99,33,0.0,0.0,723
723,99,129,0.0,0.0,724
724,99,35,0.0,0.0,725
725,99,34,0.0,0.0,726
726,99,134,0.0,0.0,727
727,99,153,0.0,0.0,728
728,99,213,0.0,0.0,729
729,99,53,0.0,0.0,730
730,99,38,0.0,0.0,731
731,99,88,0.0,0.0,732
732,99,180,0.0,0.0,733
733,99,154,0.0,0.0,734
734,99,109,0.0,0.0,735
735,99,45,0.0,0.0,736
736,99,89,0.0,0.0,737
737,99,182,0.0,0.0,738
738,99,197,0.0,0.0,739
739,99,128,0.0,0.0,740
740,99,170,0.0,0.0,741
741,99,174,0.0,0.0,742
742,99,37,0.0,0.0,743
743,99,108,0.0,0.0,744
744,99,159,0.0,0.0,745
745,99,204,0.0,0.0,746
746,99,143,0.0,0.0,747
747,99,149,0.0,0.0,748
748,99,80,0.0,0.0,749
749,99,187,0.0,0.0,750
750,99,130,0.0,0.0,751
751,99,150,0.0,0.0,752
752,99,181,0.0,0.0,753
753,99,221,0.0,0.0,754
754,99,222,0.0,0.0,755
755,99,175,0.0,0.0,756
756,99,199,0.0,0.0,757
757,99,133,0.0,0.0,758
758,99,31,0.0,0.0,759
759,99,58,0.0,0.0,760
760,99,118,0.0,0.0,761
761,99,183,0.0,0.0,762
762,99,86,0.0,0.0,763
763,99,40,0.0,0.0,764
764,99,17,0.0,0.0,765
765,99,87,0.0,0.0,766
766,99,146,0.0,0.0,767
767,99,93,0.0,0.0,768
768,99,121,0.0,0.0,769
769,99,202,0.0,0.0,770
770,99,141,0.0,0.0,771
771,99,198,0.0,0.0,772
772,28,126,0.0,0.0,773
773,28,173,0.0,0.0,774
774,28,219,0.0,0.0,775
775,28,30,0.0,0.0,776
776,28,82,0.0,0.0,777
777,28,119,0.0,0.0,778
778,28,132,0.0,0.0,779
779,28,103,0.0,0.0,780
780,28,117,0.0,0.0,781
781,28,177,0.0,0.0,782
782,28,178,0.0,0.0,783
783,28,192,0.0,0.0,784
784,28,224,0.0,0.0,785
785,28,179,0.0,0.0,786
786,28,172,0.0,0.0,787
787,28,124,0.0,0.0,788
788,28,200,0.0,0.0,789
789,28,196,0.0,0.0,790
790,28,14,0.0,0.0,791
791,28,137,0.0,0.0,792
792,28,138,0.0,0.0,793
793,28,113,0.0,0.0,794
794,28,36,0.0,0.0,795
795,28,69,0.0,0.0,796
796,28,193,0.0,0.0,797
797,28,90,0.0,0.0,798
798,28,159,0.0,0.0,799
799,28,26,0.0,0.0,800
800,28,27,0.0,0.0,801
801,28,220,0.0,0.0,802
802,28,221,0.0,0.0,803
803,28,81,0.0,0.0,804
804,28,175,0.0,0.0,805
805,28,131,0.0,0.0,806
806,28,199,0.0,0.0,807
807,28,84,0.0,0.0,808
808,28,141,0.0,0.0,809
809,28,118,0.0,0.0,810
810,28,86,0.0,0.0,811
811,28,53,0.0,0.0,812
812,28,17,0.0,0.0,813
813,28,45,0.0,0.0,814
814,28,128,0.0,0.0,815
815,28,170,0.0,0.0,816
816,28,174,0.0,0.0,817
817,28,108,0.0,0.0,818
818,28,204,0.0,0.0,819
819,28,143,0.0,0.0,820
820,28,149,0.0,0.0,821
821,28,79,0.0,0.0,822
822,28,80,0.0,0.0,823
823,28,187,0.0,0.0,824
824,28,150,0.0,0.0,825
825,28,189,0.0,0.0,826
826,28,222,0.0,0.0,827
827,28,198,0.0,0.0,828
828,28,133,0.0,0.0,829
829,28,31,0.0,0.0,830
830,28,183,0.0,0.0,831
831,28,134,0.0,0.0,832
832,28,40,0.0,0.0,833
833,28,87,0.0,0.0,834
834,28,146,0.0,0.0,835
835,28,93,0.0,0.0,836
836,28,202,0.0,0.0,837
837,28,121,0.0,0.0,838
838,28,91,0.0,0.0,839
839,28,197,0.0,0.0,840
840,28,37,0.0,0.0,841
841,28,25,0.0,0.0,842
842,28,98,0.0,0.0,843
843,28,130,0.0,0.0,844
844,28,29,0.0,0.0,845
845,28,181,0.0,0.0,846
846,28,48,0.0,0.0,847
847,28,32,0.0,0.0,848
848,28,176,0.0,0.0,849
849,28,120,0.0,0.0,850
850,28,58,0.0,0.0,851
851,28,33,0.0,0.0,852
852,28,129,0.0,0.0,853
853,28,35,0.0,0.0,854
854,28,34,0.0,0.0,855
855,28,153,0.0,0.0,856
856,28,213,0.0,0.0,857
857,28,38,0.0,0.0,858
858,28,88,0.0,0.0,859
859,28,180,0.0,0.0,860
860,28,154,0.0,0.0,861
861,28,109,0.0,0.0,862
862,28,89,0.0,0.0,863
863,28,182,0.0,0.0,864
864,126,173,0.0,0.0,865
865,126,219,0.0,0.0,866
866,126,30,0.0,0.0,867
867,126,82,0.0,0.0,868
868,126,119,0.0,0.0,869
869,126,132,0.0,0.0,870
870,126,103,0.0,0.0,871
871,126,117,0.0,0.0,872
872,126,177,0.0,0.0,873
