,u,i,ts,label,idx
160,674,353,0.0,0.0,161
161,151,353,0.0,0.0,162
162,720,353,0.0,0.0,163
163,353,353,0.0,0.0,164
164,207,353,0.0,0.0,165
165,115,353,0.0,0.0,166
166,455,353,0.0,0.0,167
167,256,353,0.0,0.0,168
168,499,353,0.0,0.0,169
169,37,353,0.0,0.0,170
170,512,353,0.0,0.0,171
171,723,353,0.0,0.0,172
172,583,353,0.0,0.0,173
173,182,353,0.0,0.0,174
174,196,353,0.0,0.0,175
175,426,353,0.0,0.0,176
176,623,353,0.0,0.0,177
177,212,353,0.0,0.0,178
178,320,353,0.0,0.0,179
179,636,353,0.0,0.0,180
180,409,353,0.0,0.0,181
181,34,353,0.0,0.0,182
182,153,353,0.0,0.0,183
183,51,353,0.0,0.0,184
184,221,353,0.0,0.0,185
185,47,353,0.0,0.0,186
186,44,353,0.0,0.0,187
187,79,353,0.0,0.0,188
188,309,353,0.0,0.0,189
189,42,353,0.0,0.0,190
190,87,353,0.0,0.0,191
191,569,353,0.0,0.0,192
192,546,353,0.0,0.0,193
193,85,353,0.0,0.0,194
194,420,353,0.0,0.0,195
195,602,353,0.0,0.0,196
196,124,353,0.0,0.0,197
197,337,353,0.0,0.0,198
198,234,353,0.0,0.0,199
199,60,353,0.0,0.0,200
200,272,353,0.0,0.0,201
201,713,353,0.0,0.0,202
202,495,353,0.0,0.0,203
203,651,353,0.0,0.0,204
204,524,353,0.0,0.0,205
205,589,353,0.0,0.0,206
206,721,353,0.0,0.0,207
207,371,353,0.0,0.0,208
208,369,353,0.0,0.0,209
209,476,353,0.0,0.0,210
210,733,353,0.0,0.0,211
211,584,353,0.0,0.0,212
212,200,353,0.0,0.0,213
213,585,353,0.0,0.0,214
214,659,353,0.0,0.0,215
215,255,353,0.0,0.0,216
216,417,353,0.0,0.0,217
217,535,353,0.0,0.0,218
218,192,353,0.0,0.0,219
219,40,353,0.0,0.0,220
220,685,353,0.0,0.0,221
221,458,353,0.0,0.0,222
222,166,353,0.0,0.0,223
223,130,353,0.0,0.0,224
224,731,353,0.0,0.0,225
225,263,353,0.0,0.0,226
226,399,353,0.0,0.0,227
227,511,353,0.0,0.0,228
228,609,353,0.0,0.0,229
229,687,353,0.0,0.0,230
230,27,353,0.0,0.0,231
231,367,353,0.0,0.0,232
232,526,353,0.0,0.0,233
233,178,353,0.0,0.0,234
234,421,353,0.0,0.0,235
235,424,353,0.0,0.0,236
236,647,353,0.0,0.0,237
237,39,353,0.0,0.0,238
238,652,353,0.0,0.0,239
239,135,353,0.0,0.0,240
240,148,353,0.0,0.0,241
241,300,353,0.0,0.0,242
242,177,353,0.0,0.0,243
243,102,353,0.0,0.0,244
244,379,353,0.0,0.0,245
245,214,353,0.0,0.0,246
246,507,353,0.0,0.0,247
247,277,353,0.0,0.0,248
248,299,353,0.0,0.0,249
249,716,353,0.0,0.0,250
250,372,353,0.0,0.0,251
251,436,353,0.0,0.0,252
252,474,353,0.0,0.0,253
253,508,353,0.0,0.0,254
254,116,353,0.0,0.0,255
255,433,353,0.0,0.0,256
256,514,353,0.0,0.0,257
257,554,353,0.0,0.0,258
258,528,353,0.0,0.0,259
259,430,353,0.0,0.0,260
260,461,353,0.0,0.0,261
261,649,353,0.0,0.0,262
262,189,353,0.0,0.0,263
263,608,353,0.0,0.0,264
264,665,353,0.0,0.0,265
265,169,353,0.0,0.0,266
266,125,353,0.0,0.0,267
267,276,353,0.0,0.0,268
268,478,353,0.0,0.0,269
269,532,353,0.0,0.0,270
270,586,353,0.0,0.0,271
271,94,353,0.0,0.0,272
272,266,353,0.0,0.0,273
273,582,353,0.0,0.0,274
274,617,353,0.0,0.0,275
275,688,353,0.0,0.0,276
276,588,353,0.0,0.0,277
277,123,353,0.0,0.0,278
278,459,353,0.0,0.0,279
279,168,353,0.0,0.0,280
280,639,353,0.0,0.0,281
281,626,353,0.0,0.0,282
282,146,353,0.0,0.0,283
283,140,353,0.0,0.0,284
284,233,353,0.0,0.0,285
285,666,353,0.0,0.0,286
286,684,353,0.0,0.0,287
287,49,353,0.0,0.0,288
288,22,353,0.0,0.0,289
289,386,353,0.0,0.0,290
290,235,353,0.0,0.0,291
291,624,353,0.0,0.0,292
292,138,353,0.0,0.0,293
293,220,353,0.0,0.0,294
294,241,353,0.0,0.0,295
295,522,353,0.0,0.0,296
296,127,353,0.0,0.0,297
297,312,353,0.0,0.0,298
298,97,353,0.0,0.0,299
299,175,353,0.0,0.0,300
300,54,353,0.0,0.0,301
301,313,353,0.0,0.0,302
302,19,623,0.0,0.0,303
303,7,623,0.0,0.0,304
304,70,623,0.0,0.0,305
305,239,623,0.0,0.0,306
306,450,623,0.0,0.0,307
307,674,623,0.0,0.0,308
308,151,623,0.0,0.0,309
309,720,623,0.0,0.0,310
310,353,623,0.0,0.0,311
311,207,623,0.0,0.0,312
312,115,623,0.0,0.0,313
313,455,623,0.0,0.0,314
314,617,623,0.0,0.0,315
315,256,623,0.0,0.0,316
316,499,623,0.0,0.0,317
317,37,623,0.0,0.0,318
318,512,623,0.0,0.0,319
319,723,623,0.0,0.0,320
320,583,623,0.0,0.0,321
321,182,623,0.0,0.0,322
322,196,623,0.0,0.0,323
323,426,623,0.0,0.0,324
324,623,623,0.0,0.0,325
325,688,623,0.0,0.0,326
326,320,623,0.0,0.0,327
327,636,623,0.0,0.0,328
328,409,623,0.0,0.0,329
329,34,623,0.0,0.0,330
330,153,623,0.0,0.0,331
331,51,623,0.0,0.0,332
332,221,623,0.0,0.0,333
333,47,623,0.0,0.0,334
334,44,623,0.0,0.0,335
335,79,623,0.0,0.0,336
336,309,623,0.0,0.0,337
337,42,623,0.0,0.0,338
338,87,623,0.0,0.0,339
339,546,623,0.0,0.0,340
340,85,623,0.0,0.0,341
341,420,623,0.0,0.0,342
342,602,623,0.0,0.0,343
343,124,623,0.0,0.0,344
344,337,623,0.0,0.0,345
345,234,623,0.0,0.0,346
346,60,623,0.0,0.0,347
347,272,623,0.0,0.0,348
348,713,623,0.0,0.0,349
349,495,623,0.0,0.0,350
350,651,623,0.0,0.0,351
351,524,623,0.0,0.0,352
352,589,623,0.0,0.0,353
353,721,623,0.0,0.0,354
354,371,623,0.0,0.0,355
355,369,623,0.0,0.0,356
356,476,623,0.0,0.0,357
357,733,623,0.0,0.0,358
358,584,623,0.0,0.0,359
359,200,623,0.0,0.0,360
360,585,623,0.0,0.0,361
361,659,623,0.0,0.0,362
362,255,623,0.0,0.0,363
363,417,623,0.0,0.0,364
364,535,623,0.0,0.0,365
365,192,623,0.0,0.0,366
366,40,623,0.0,0.0,367
367,685,623,0.0,0.0,368
368,458,623,0.0,0.0,369
369,166,623,0.0,0.0,370
370,130,623,0.0,0.0,371
371,263,623,0.0,0.0,372
372,399,623,0.0,0.0,373
373,511,623,0.0,0.0,374
374,609,623,0.0,0.0,375
375,687,623,0.0,0.0,376
376,27,623,0.0,0.0,377
377,588,623,0.0,0.0,378
378,526,623,0.0,0.0,379
379,178,623,0.0,0.0,380
380,421,623,0.0,0.0,381
381,424,623,0.0,0.0,382
382,647,623,0.0,0.0,383
383,39,623,0.0,0.0,384
384,652,623,0.0,0.0,385
385,135,623,0.0,0.0,386
386,148,623,0.0,0.0,387
387,300,623,0.0,0.0,388
388,177,623,0.0,0.0,389
389,102,623,0.0,0.0,390
390,379,623,0.0,0.0,391
391,123,623,0.0,0.0,392
392,214,623,0.0,0.0,393
393,277,623,0.0,0.0,394
394,299,623,0.0,0.0,395
395,716,623,0.0,0.0,396
396,459,623,0.0,0.0,397
397,372,623,0.0,0.0,398
398,436,623,0.0,0.0,399
399,474,623,0.0,0.0,400
400,508,623,0.0,0.0,401
401,116,623,0.0,0.0,402
402,433,623,0.0,0.0,403
403,514,623,0.0,0.0,404
404,554,623,0.0,0.0,405
405,528,623,0.0,0.0,406
406,430,623,0.0,0.0,407
407,461,623,0.0,0.0,408
408,649,623,0.0,0.0,409
409,189,623,0.0,0.0,410
410,582,623,0.0,0.0,411
411,608,623,0.0,0.0,412
412,168,623,0.0,0.0,413
413,665,623,0.0,0.0,414
414,169,623,0.0,0.0,415
415,125,623,0.0,0.0,416
416,276,623,0.0,0.0,417
417,478,623,0.0,0.0,418
418,532,623,0.0,0.0,419
419,586,623,0.0,0.0,420
420,94,623,0.0,0.0,421
421,266,623,0.0,0.0,422
422,411,623,0.0,0.0,423
423,467,623,0.0,0.0,424
424,120,623,0.0,0.0,425
425,149,623,0.0,0.0,426
426,204,623,0.0,0.0,427
427,53,623,0.0,0.0,428
428,80,623,0.0,0.0,429
429,523,623,0.0,0.0,430
430,158,623,0.0,0.0,431
431,536,623,0.0,0.0,432
432,711,623,0.0,0.0,433
433,712,623,0.0,0.0,434
434,639,623,0.0,0.0,435
435,6,623,0.0,0.0,436
436,457,623,0.0,0.0,437
437,719,623,0.0,0.0,438
438,381,623,0.0,0.0,439
439,626,623,0.0,0.0,440
440,505,623,0.0,0.0,441
441,356,623,0.0,0.0,442
442,218,623,0.0,0.0,443
443,643,623,0.0,0.0,444
444,146,623,0.0,0.0,445
445,610,623,0.0,0.0,446
446,705,623,0.0,0.0,447
447,410,623,0.0,0.0,448
448,233,623,0.0,0.0,449
449,58,623,0.0,0.0,450
450,708,623,0.0,0.0,451
451,103,623,0.0,0.0,452
452,456,623,0.0,0.0,453
453,468,623,0.0,0.0,454
454,684,623,0.0,0.0,455
455,734,623,0.0,0.0,456
456,527,623,0.0,0.0,457
457,363,623,0.0,0.0,458
458,603,623,0.0,0.0,459
459,174,623,0.0,0.0,460
460,469,623,0.0,0.0,461
461,692,623,0.0,0.0,462
462,366,623,0.0,0.0,463
463,401,623,0.0,0.0,464
464,662,623,0.0,0.0,465
465,539,623,0.0,0.0,466
466,518,623,0.0,0.0,467
467,15,623,0.0,0.0,468
468,49,623,0.0,0.0,469
469,650,623,0.0,0.0,470
470,682,623,0.0,0.0,471
471,139,623,0.0,0.0,472
472,592,623,0.0,0.0,473
473,183,623,0.0,0.0,474
474,22,623,0.0,0.0,475
475,343,623,0.0,0.0,476
476,66,623,0.0,0.0,477
477,136,623,0.0,0.0,478
478,380,623,0.0,0.0,479
479,167,623,0.0,0.0,480
480,195,623,0.0,0.0,481
481,597,623,0.0,0.0,482
482,398,623,0.0,0.0,483
483,451,623,0.0,0.0,484
484,111,623,0.0,0.0,485
485,630,623,0.0,0.0,486
486,114,623,0.0,0.0,487
487,242,623,0.0,0.0,488
488,386,623,0.0,0.0,489
489,345,623,0.0,0.0,490
490,413,623,0.0,0.0,491
491,402,623,0.0,0.0,492
492,593,623,0.0,0.0,493
493,235,623,0.0,0.0,494
494,624,623,0.0,0.0,495
495,513,623,0.0,0.0,496
496,138,623,0.0,0.0,497
497,702,623,0.0,0.0,498
498,8,623,0.0,0.0,499
499,672,623,0.0,0.0,500
500,198,623,0.0,0.0,501
501,334,623,0.0,0.0,502
502,663,623,0.0,0.0,503
503,563,623,0.0,0.0,504
504,601,623,0.0,0.0,505
505,254,623,0.0,0.0,506
506,714,623,0.0,0.0,507
507,596,623,0.0,0.0,508
508,344,623,0.0,0.0,509
509,220,623,0.0,0.0,510
510,572,623,0.0,0.0,511
511,675,623,0.0,0.0,512
512,112,623,0.0,0.0,513
513,143,623,0.0,0.0,514
514,185,623,0.0,0.0,515
515,361,623,0.0,0.0,516
516,65,623,0.0,0.0,517
517,573,623,0.0,0.0,518
518,241,623,0.0,0.0,519
519,332,623,0.0,0.0,520
520,197,623,0.0,0.0,521
521,326,623,0.0,0.0,522
522,32,623,0.0,0.0,523
523,298,623,0.0,0.0,524
524,525,623,0.0,0.0,525
525,646,623,0.0,0.0,526
526,545,623,0.0,0.0,527
527,464,623,0.0,0.0,528
528,622,623,0.0,0.0,529
529,449,623,0.0,0.0,530
530,441,623,0.0,0.0,531
531,472,623,0.0,0.0,532
532,357,623,0.0,0.0,533
533,448,623,0.0,0.0,534
534,618,623,0.0,0.0,535
535,330,623,0.0,0.0,536
536,530,623,0.0,0.0,537
537,522,623,0.0,0.0,538
538,577,623,0.0,0.0,539
539,303,623,0.0,0.0,540
540,273,623,0.0,0.0,541
541,13,623,0.0,0.0,542
542,613,623,0.0,0.0,543
543,12,623,0.0,0.0,544
544,475,623,0.0,0.0,545
545,425,623,0.0,0.0,546
546,346,623,0.0,0.0,547
547,403,623,0.0,0.0,548
548,127,623,0.0,0.0,549
549,679,623,0.0,0.0,550
550,312,623,0.0,0.0,551
551,108,623,0.0,0.0,552
552,280,623,0.0,0.0,553
553,715,623,0.0,0.0,554
554,97,623,0.0,0.0,555
555,313,623,0.0,0.0,556
556,569,623,0.0,0.0,557
557,731,623,0.0,0.0,558
558,367,623,0.0,0.0,559
559,507,623,0.0,0.0,560
560,384,623,0.0,0.0,561
561,676,623,0.0,0.0,562
562,342,623,0.0,0.0,563
563,412,623,0.0,0.0,564
564,510,623,0.0,0.0,565
565,81,623,0.0,0.0,566
566,217,623,0.0,0.0,567
567,566,623,0.0,0.0,568
568,231,623,0.0,0.0,569
569,392,623,0.0,0.0,570
570,428,623,0.0,0.0,571
571,497,623,0.0,0.0,572
572,19,409,0.0,0.0,573
573,7,409,0.0,0.0,574
574,70,409,0.0,0.0,575
575,239,409,0.0,0.0,576
576,450,409,0.0,0.0,577
577,674,409,0.0,0.0,578
578,151,409,0.0,0.0,579
579,720,409,0.0,0.0,580
580,353,409,0.0,0.0,581
581,207,409,0.0,0.0,582
582,115,409,0.0,0.0,583
583,455,409,0.0,0.0,584
584,617,409,0.0,0.0,585
585,256,409,0.0,0.0,586
586,499,409,0.0,0.0,587
587,37,409,0.0,0.0,588
588,512,409,0.0,0.0,589
589,723,409,0.0,0.0,590
590,583,409,0.0,0.0,591
591,182,409,0.0,0.0,592
592,196,409,0.0,0.0,593
593,426,409,0.0,0.0,594
594,623,409,0.0,0.0,595
595,688,409,0.0,0.0,596
596,320,409,0.0,0.0,597
597,636,409,0.0,0.0,598
598,409,409,0.0,0.0,599
599,34,409,0.0,0.0,600
600,153,409,0.0,0.0,601
601,51,409,0.0,0.0,602
602,221,409,0.0,0.0,603
603,47,409,0.0,0.0,604
604,44,409,0.0,0.0,605
605,79,409,0.0,0.0,606
606,309,409,0.0,0.0,607
607,42,409,0.0,0.0,608
608,87,409,0.0,0.0,609
609,546,409,0.0,0.0,610
610,85,409,0.0,0.0,611
611,420,409,0.0,0.0,612
612,602,409,0.0,0.0,613
613,124,409,0.0,0.0,614
614,337,409,0.0,0.0,615
615,234,409,0.0,0.0,616
616,60,409,0.0,0.0,617
617,272,409,0.0,0.0,618
618,713,409,0.0,0.0,619
619,495,409,0.0,0.0,620
620,651,409,0.0,0.0,621
621,524,409,0.0,0.0,622
622,589,409,0.0,0.0,623
623,721,409,0.0,0.0,624
624,371,409,0.0,0.0,625
625,369,409,0.0,0.0,626
626,476,409,0.0,0.0,627
627,733,409,0.0,0.0,628
628,584,409,0.0,0.0,629
629,200,409,0.0,0.0,630
630,585,409,0.0,0.0,631
631,659,409,0.0,0.0,632
632,255,409,0.0,0.0,633
633,417,409,0.0,0.0,634
634,535,409,0.0,0.0,635
635,192,409,0.0,0.0,636
636,40,409,0.0,0.0,637
637,685,409,0.0,0.0,638
638,458,409,0.0,0.0,639
639,166,409,0.0,0.0,640
640,130,409,0.0,0.0,641
641,263,409,0.0,0.0,642
642,399,409,0.0,0.0,643
643,511,409,0.0,0.0,644
644,609,409,0.0,0.0,645
645,687,409,0.0,0.0,646
646,27,409,0.0,0.0,647
647,588,409,0.0,0.0,648
648,526,409,0.0,0.0,649
649,178,409,0.0,0.0,650
650,421,409,0.0,0.0,651
651,424,409,0.0,0.0,652
652,647,409,0.0,0.0,653
653,39,409,0.0,0.0,654
654,652,409,0.0,0.0,655
655,135,409,0.0,0.0,656
656,148,409,0.0,0.0,657
657,300,409,0.0,0.0,658
658,177,409,0.0,0.0,659
659,102,409,0.0,0.0,660
660,379,409,0.0,0.0,661
661,123,409,0.0,0.0,662
662,214,409,0.0,0.0,663
663,277,409,0.0,0.0,664
664,299,409,0.0,0.0,665
665,716,409,0.0,0.0,666
666,459,409,0.0,0.0,667
667,372,409,0.0,0.0,668
668,436,409,0.0,0.0,669
669,474,409,0.0,0.0,670
670,508,409,0.0,0.0,671
671,116,409,0.0,0.0,672
672,433,409,0.0,0.0,673
673,514,409,0.0,0.0,674
674,554,409,0.0,0.0,675
675,528,409,0.0,0.0,676
676,430,409,0.0,0.0,677
677,461,409,0.0,0.0,678
678,649,409,0.0,0.0,679
679,189,409,0.0,0.0,680
680,582,409,0.0,0.0,681
681,608,409,0.0,0.0,682
682,168,409,0.0,0.0,683
683,665,409,0.0,0.0,684
684,169,409,0.0,0.0,685
685,125,409,0.0,0.0,686
686,276,409,0.0,0.0,687
687,478,409,0.0,0.0,688
688,532,409,0.0,0.0,689
689,586,409,0.0,0.0,690
690,94,409,0.0,0.0,691
691,266,409,0.0,0.0,692
692,411,409,0.0,0.0,693
693,467,409,0.0,0.0,694
694,120,409,0.0,0.0,695
695,149,409,0.0,0.0,696
696,204,409,0.0,0.0,697
697,53,409,0.0,0.0,698
698,80,409,0.0,0.0,699
699,523,409,0.0,0.0,700
700,158,409,0.0,0.0,701
701,536,409,0.0,0.0,702
702,711,409,0.0,0.0,703
703,712,409,0.0,0.0,704
704,639,409,0.0,0.0,705
705,6,409,0.0,0.0,706
706,457,409,0.0,0.0,707
707,719,409,0.0,0.0,708
708,381,409,0.0,0.0,709
709,626,409,0.0,0.0,710
710,505,409,0.0,0.0,711
711,356,409,0.0,0.0,712
712,218,409,0.0,0.0,713
713,643,409,0.0,0.0,714
714,146,409,0.0,0.0,715
715,610,409,0.0,0.0,716
716,705,409,0.0,0.0,717
717,410,409,0.0,0.0,718
718,233,409,0.0,0.0,719
719,58,409,0.0,0.0,720
720,708,409,0.0,0.0,721
721,103,409,0.0,0.0,722
722,456,409,0.0,0.0,723
723,468,409,0.0,0.0,724
724,684,409,0.0,0.0,725
725,734,409,0.0,0.0,726
726,527,409,0.0,0.0,727
727,363,409,0.0,0.0,728
728,603,409,0.0,0.0,729
729,174,409,0.0,0.0,730
730,469,409,0.0,0.0,731
731,692,409,0.0,0.0,732
732,366,409,0.0,0.0,733
733,401,409,0.0,0.0,734
734,662,409,0.0,0.0,735
735,539,409,0.0,0.0,736
736,518,409,0.0,0.0,737
737,15,409,0.0,0.0,738
738,49,409,0.0,0.0,739
739,650,409,0.0,0.0,740
740,682,409,0.0,0.0,741
741,139,409,0.0,0.0,742
742,592,409,0.0,0.0,743
743,183,409,0.0,0.0,744
744,22,409,0.0,0.0,745
745,343,409,0.0,0.0,746
746,66,409,0.0,0.0,747
747,136,409,0.0,0.0,748
748,380,409,0.0,0.0,749
749,167,409,0.0,0.0,750
750,195,409,0.0,0.0,751
751,597,409,0.0,0.0,752
752,398,409,0.0,0.0,753
753,451,409,0.0,0.0,754
754,111,409,0.0,0.0,755
755,630,409,0.0,0.0,756
756,114,409,0.0,0.0,757
757,242,409,0.0,0.0,758
758,386,409,0.0,0.0,759
759,345,409,0.0,0.0,760
760,413,409,0.0,0.0,761
761,402,409,0.0,0.0,762
762,593,409,0.0,0.0,763
763,235,409,0.0,0.0,764
764,624,409,0.0,0.0,765
765,513,409,0.0,0.0,766
766,138,409,0.0,0.0,767
767,702,409,0.0,0.0,768
768,8,409,0.0,0.0,769
769,672,409,0.0,0.0,770
770,198,409,0.0,0.0,771
771,334,409,0.0,0.0,772
772,663,409,0.0,0.0,773
773,563,409,0.0,0.0,774
774,601,409,0.0,0.0,775
775,355,409,0.0,0.0,776
776,673,409,0.0,0.0,777
777,612,409,0.0,0.0,778
778,175,409,0.0,0.0,779
779,414,409,0.0,0.0,780
780,238,409,0.0,0.0,781
781,378,409,0.0,0.0,782
782,697,409,0.0,0.0,783
783,400,409,0.0,0.0,784
784,487,409,0.0,0.0,785
785,213,409,0.0,0.0,786
786,228,409,0.0,0.0,787
787,145,409,0.0,0.0,788
788,159,409,0.0,0.0,789
789,382,409,0.0,0.0,790
790,225,409,0.0,0.0,791
791,105,409,0.0,0.0,792
792,664,409,0.0,0.0,793
793,423,409,0.0,0.0,794
794,341,409,0.0,0.0,795
795,54,409,0.0,0.0,796
796,689,409,0.0,0.0,797
797,199,409,0.0,0.0,798
798,336,409,0.0,0.0,799
799,291,409,0.0,0.0,800
800,333,409,0.0,0.0,801
801,640,409,0.0,0.0,802
802,354,409,0.0,0.0,803
803,442,409,0.0,0.0,804
804,313,409,0.0,0.0,805
805,212,409,0.0,0.0,806
806,569,409,0.0,0.0,807
807,367,409,0.0,0.0,808
808,507,409,0.0,0.0,809
809,384,409,0.0,0.0,810
810,676,409,0.0,0.0,811
811,342,409,0.0,0.0,812
812,412,409,0.0,0.0,813
813,575,409,0.0,0.0,814
814,76,409,0.0,0.0,815
815,140,409,0.0,0.0,816
816,566,409,0.0,0.0,817
817,666,409,0.0,0.0,818
818,282,409,0.0,0.0,819
819,428,409,0.0,0.0,820
820,497,409,0.0,0.0,821
821,586,326,0.0,0.0,822
822,723,326,0.0,0.0,823
823,239,326,0.0,0.0,824
824,326,326,0.0,0.0,825
825,238,326,0.0,0.0,826
826,523,326,0.0,0.0,827
827,381,326,0.0,0.0,828
828,630,326,0.0,0.0,829
829,386,326,0.0,0.0,830
830,413,326,0.0,0.0,831
831,402,326,0.0,0.0,832
832,138,326,0.0,0.0,833
833,468,326,0.0,0.0,834
834,663,326,0.0,0.0,835
835,563,326,0.0,0.0,836
836,384,326,0.0,0.0,837
837,626,326,0.0,0.0,838
838,650,326,0.0,0.0,839
839,139,326,0.0,0.0,840
840,577,326,0.0,0.0,841
841,303,326,0.0,0.0,842
842,573,326,0.0,0.0,843
843,530,326,0.0,0.0,844
844,108,326,0.0,0.0,845
845,475,326,0.0,0.0,846
846,254,326,0.0,0.0,847
847,97,326,0.0,0.0,848
848,525,326,0.0,0.0,849
849,12,326,0.0,0.0,850
850,593,326,0.0,0.0,851
851,235,326,0.0,0.0,852
852,513,326,0.0,0.0,853
853,497,326,0.0,0.0,854
854,456,326,0.0,0.0,855
855,601,326,0.0,0.0,856
856,676,326,0.0,0.0,857
857,204,326,0.0,0.0,858
858,505,326,0.0,0.0,859
859,58,326,0.0,0.0,860
860,103,326,0.0,0.0,861
861,539,326,0.0,0.0,862
862,398,326,0.0,0.0,863
863,428,326,0.0,0.0,864
864,111,326,0.0,0.0,865
865,643,326,0.0,0.0,866
866,592,326,0.0,0.0,867
867,8,326,0.0,0.0,868
868,646,326,0.0,0.0,869
869,112,326,0.0,0.0,870
870,143,326,0.0,0.0,871
871,332,326,0.0,0.0,872
872,714,326,0.0,0.0,873
