u,i,label,ts
1,3341,1,82
1,3339,1,82
1,2402,1,82
1,2401,1,80
1,1382,1,80
1,3335,1,80
1,3317,1,80
1,3329,1,80
1,3332,1,80
1,3330,1,79
1,1867,1,79
1,1197,1,79
1,3319,1,79
1,1885,1,79
1,1862,1,79
1,1886,1,79
1,649,1,79
1,154,1,79
1,3316,1,79
1,617,1,77
1,3313,1,77
1,3300,1,75
1,1522,1,74
1,2391,1,74
1,896,1,74
1,3298,1,74
1,462,1,73
1,3295,1,75
1,432,1,73
1,3292,1,73
1,3290,1,72
1,2383,1,72
1,1195,1,72
1,3283,1,71
1,1875,1,71
1,3279,1,71
1,2378,1,71
1,1579,1,70
1,291,1,70
1,454,1,70
1,2375,1,70
1,292,1,70
1,158,1,70
1,3256,1,69
1,1846,1,69
1,3259,1,69
1,1066,1,68
1,1061,1,68
1,3253,1,68
1,1860,1,67
1,3247,1,67
1,2368,1,67
1,151,1,66
1,3245,1,66
1,1574,1,66
1,290,1,66
1,1570,1,66
1,3233,1,66
1,891,1,65
1,1856,1,65
1,115,1,65
1,3215,1,64
1,483,1,64
1,1365,1,64
1,3211,1,64
1,3210,1,63
1,3189,1,63
1,3193,1,63
1,1847,1,63
1,3202,1,63
1,2351,1,63
1,1063,1,63
1,2352,1,63
1,1051,1,63
1,3173,1,62
1,1843,1,62
1,3163,1,62
1,1186,1,62
1,7341,1,62
1,2342,1,70
1,3139,1,62
1,3167,1,62
1,459,1,62
1,2338,1,62
1,1842,1,62
1,2334,1,61
1,3156,1,61
1,817,1,61
1,1840,1,61
1,3141,1,60
1,1521,1,60
1,3149,1,60
1,2324,1,60
1,1839,1,60
1,3143,1,60
1,3148,1,60
1,3142,1,60
1,1060,1,60
1,7431,1,60
1,1355,1,59
1,3134,1,59
1,174,1,59
1,2315,1,58
1,1356,1,58
1,3124,1,58
1,1835,1,58
1,296,1,58
1,1180,1,58
1,3118,1,58
1,1542,1,58
1,3113,1,57
1,3111,1,57
1,3013,1,57
1,529,1,56
1,1826,1,56
1,3103,1,56
1,1822,1,56
1,3101,1,56
1,753,1,55
1,3083,1,55
1,3088,1,55
1,395,1,55
1,3084,1,54
1,333,1,54
1,1339,1,54
1,3068,1,54
1,3042,1,54
1,3078,1,54
1,596,1,54
1,1796,1,53
1,2281,1,53
1,3070,1,53
1,1442,1,53
1,3064,1,53
1,194,1,53
1,3062,1,53
1,701,1,53
1,3059,1,52
1,124,1,52
1,7427,1,52
1,3057,1,52
1,396,1,52
1,2276,1,52
1,2273,1,52
1,3048,1,52
1,523,1,58
1,2271,1,51
1,95,1,51
1,1525,1,50
1,2235,1,50
1,2261,1,50
1,1342,1,50
1,331,1,50
1,3027,1,50
1,3023,1,50
1,3026,1,50
1,373,1,50
1,68,1,50
1,1331,1,50
1,116,1,50
1,2147,1,49
1,3020,1,49
1,2252,1,49
1,179,1,49
1,3004,1,49
1,491,1,49
1,214,1,48
1,439,1,48
1,3010,1,48
1,2090,1,48
1,3006,1,48
1,810,1,48
1,1167,1,48
1,697,1,48
1,67,1,48
1,258,1,47
1,1793,1,47
1,3000,1,47
1,2999,1,47
1,1340,1,47
1,2996,1,47
1,2989,1,47
1,1043,1,46
1,554,1,46
1,1336,1,46
1,1337,1,46
1,2238,1,45
1,178,1,45
1,747,1,44
1,2966,1,43
1,2962,1,43
1,474,1,43
1,330,1,43
1,260,1,42
1,2952,1,42
1,455,1,42
1,2941,1,42
1,2947,1,42
1,2945,1,41
1,2942,1,41
1,623,1,41
1,1509,1,41
1,2926,1,41
1,29,1,41
1,2217,1,41
1,123,1,45
1,1510,1,40
1,1505,1,40
1,2927,1,40
1,804,1,40
1,2920,1,39
1,301,1,39
1,2782,1,38
1,2907,1,38
1,2909,1,38
1,958,1,38
1,1148,1,38
1,1502,1,38
1,2904,1,38
1,955,1,38
1,874,1,37
1,2898,1,37
1,1500,1,37
1,2198,1,37
1,1320,1,37
1,1760,1,37
1,1494,1,37
1,2178,1,37
1,2892,1,37
1,636,1,37
1,1034,1,36
1,276,1,36
1,2876,1,36
1,1318,1,36
1,259,1,36
1,2881,1,36
1,117,1,36
1,1492,1,35
1,2185,1,35
1,1313,1,35
1,1491,1,35
1,2870,1,35
1,1309,1,35
1,2181,1,35
1,2858,1,34
1,2177,1,34
1,1749,1,33
1,2848,1,33
1,1458,1,33
1,951,1,33
1,1029,1,33
1,2176,1,33
1,347,1,33
1,2846,1,33
1,2845,1,33
1,370,1,82
1,2173,1,32
1,2844,1,32
1,1302,1,32
1,2167,1,31
1,2837,1,31
1,517,1,31
1,2826,1,31
1,2166,1,31
1,2163,1,31
1,1742,1,42
1,2830,1,30
1,1295,1,30
1,2823,1,30
1,2632,1,30
1,2820,1,30
1,2814,1,29
1,796,1,29
1,1736,1,29
1,1025,1,29
1,1482,1,29
1,1483,1,29
1,2152,1,28
1,2810,1,29
1,2149,1,28
1,2808,1,28
1,2144,1,28
1,2806,1,28
1,1128,1,27
1,38,1,27
1,2801,1,27
1,736,1,27
1,2136,1,27
1,2795,1,27
1,2793,1,27
1,1288,1,27
1,1436,1,26
1,2498,1,26
1,7603,1,26
1,2786,1,26
1,2784,1,26
1,587,1,26
1,2783,1,26
1,2780,1,25
1,944,1,25
1,305,1,25
1,2779,1,25
1,2775,1,25
1,346,1,25
1,683,1,25
1,2772,1,25
1,2129,1,25
1,75,1,24
1,2771,1,24
1,175,1,24
1,1136,1,24
1,1283,1,24
1,2127,1,24
1,2767,1,23
1,2764,1,23
1,2763,1,23
1,2093,1,22
1,1284,1,22
1,72,1,22
1,264,1,22
1,2754,1,22
1,2756,1,22
1,1285,1,22
1,613,1,22
1,304,1,22
1,1282,1,22
1,4721,1,22
1,2752,1,21
1,2750,1,21
1,2746,1,21
1,586,1,21
1,2747,1,21
1,2119,1,21
1,1715,1,21
1,1475,1,21
1,734,1,20
1,2744,1,20
1,2108,1,20
1,1923,1,20
1,2743,1,20
1,1465,1,20
1,1720,1,20
1,2742,1,20
1,2117,1,20
1,90,1,20
1,2707,1,19
1,1457,1,19
1,2731,1,19
1,2725,1,19
1,2109,1,18
1,2713,1,18
1,155,1,18
1,543,1,18
1,2102,1,18
1,231,1,18
1,1708,1,17
1,2700,1,17
1,2687,1,17
1,1413,1,17
1,1129,1,17
1,2695,1,17
1,76,1,16
1,1445,1,16
1,2065,1,15
1,2619,1,15
1,2605,1,15
1,1251,1,15
1,2586,1,15
1,1117,1,15
1,300,1,15
1,1248,1,15
1,725,1,14
1,578,1,14
1,2559,1,14
1,507,1,14
1,1942,1,13
1,1232,1,12
1,42,1,12
1,534,1,12
1,994,1,12
1,503,1,12
1,2448,1,11
1,846,1,10
1,2,1,1
1,7348,-1,81
1,7425,-1,39
1,7557,-1,19
1,7589,-1,13
1368,2,10,91
164,2,10,98
244,2,10,60
62,2,10,50
2244,2,10,49
148,2,10,48
7403,2,10,37
52,2,10,35
264,2,10,39
159,2,10,33
66,2,10,44
20,2,10,36
60,2,10,30
585,2,10,30
97,2,10,22
2006,2,10,14
1421,2,10,13
353,2,10,12
42,2,10,14
37,2,10,44
51,2,9,44
185,2,9,38
38,2,9,87
7603,2,9,40
312,2,9,15
168,2,9,1
354,2,8,48
108,2,8,28
9,2,8,33
22,2,8,86
91,2,8,14
40,2,8,28
250,2,8,10
271,2,8,0
119,2,8,0
10,2,8,1
113,2,8,53
54,2,8,8
375,2,7,104
177,2,7,48
31,2,7,35
47,2,7,43
17,2,7,28
23,2,7,10
74,2,7,16
4,2,7,7
179,2,6,94
165,2,6,68
306,2,6,44
8,2,5,90
242,2,5,86
412,2,5,64
381,2,5,60
561,2,5,54
216,2,5,39
107,2,5,60
681,2,5,26
79,2,5,19
272,2,5,35
39,2,5,35
150,2,5,15
181,2,5,13
109,2,5,12
503,2,5,10
223,2,5,46
2404,2,4,86
24,2,4,72
19,2,4,86
7,2,4,101
348,2,4,93
11,2,4,39
473,2,4,14
1921,2,4,11
99,2,4,10
121,2,4,31
15,2,3,19
1380,2,3,85
30,2,3,75
73,2,3,73
85,2,3,70
189,2,3,41
787,2,3,41
133,2,3,38
1709,2,3,18
75,2,3,28
658,2,3,12
293,2,3,6
768,2,3,6
45,2,3,10
471,2,3,1
1632,2,3,1
281,2,2,97
269,2,2,95
96,2,2,93
2336,2,2,91
87,2,2,81
206,2,2,80
330,2,2,76
90,2,2,44
241,2,2,77
190,2,2,42
1494,2,2,36
7577,2,2,34
798,2,2,33
211,2,2,31
140,2,2,18
217,2,2,14
182,2,2,14
236,2,2,14
777,2,2,14
1098,2,2,13
106,2,2,44
237,2,2,11
44,2,2,10
1401,2,2,8
1409,2,2,12
769,2,2,7
1209,2,2,6
917,2,2,4
710,2,2,3
114,2,1,116
2698,2,1,7
1127,2,1,1
249,2,1,104
1009,2,1,103
1386,2,1,99
173,2,1,90
126,2,1,90
43,2,1,89
222,2,1,86
647,2,1,86
58,2,1,97
5,2,1,81
1156,2,1,76
553,2,1,66
170,2,1,63
93,2,1,61
145,2,1,59
1523,2,1,50
350,2,1,47
89,2,1,46
77,2,1,45
1785,2,1,44
166,2,1,42
489,2,1,39
25,2,1,39
161,2,1,38
1475,2,1,34
83,2,1,34
117,2,1,33
146,2,1,33
277,2,1,33
70,2,1,36
1487,2,1,31
67,2,1,30
175,2,1,26
270,2,1,26
587,2,1,26
871,2,1,25
389,2,1,24
544,2,1,20
2631,2,1,19
672,2,1,18
137,2,1,17
424,2,1,16
65,2,1,15
1693,2,1,15
475,2,1,15
35,2,1,15
449,2,1,14
1998,2,1,14
1977,2,1,14
915,2,1,14
63,2,1,13
1957,2,1,13
1635,2,1,13
508,2,1,13
2499,2,1,13
2497,2,1,13
299,2,1,13
1225,2,1,12
1232,2,1,12
238,2,1,12
2488,2,1,12
1936,2,1,12
382,2,1,12
355,2,1,12
1090,2,1,12
1222,2,1,12
21,2,1,12
564,2,1,11
2459,2,1,11
774,2,1,11
209,2,1,11
1922,2,1,11
504,2,1,11
987,2,1,10
2446,2,1,10
986,2,1,10
1603,2,1,10
379,2,1,7
446,2,1,6
436,2,1,5
512,2,1,3
2,37,10,44
2,38,9,87
2,168,9,1
2,4,9,7
2,20,8,36
2,767,8,15
2,23,8,15
2,40,8,15
2,91,8,15
2,113,8,15
2,54,8,6
2,108,7,28
2,469,7,10
2,250,7,15
2,271,7,15
2,471,7,15
2,185,6,38
2,188,6,36
2,31,6,30
2,312,6,8
2,74,6,6
2,119,6,14
2,8,5,72
2,381,5,60
2,223,5,46
2,257,5,38
2,47,5,35
2,17,5,38
2,9,5,26
2,150,5,15
2,7400,5,14
2,263,5,13
2,42,5,14
2,109,5,12
2,489,4,39
2,145,4,101
2,107,4,60
2,22,4,86
2,473,4,14
2,99,4,13
2,165,3,99
2,24,3,72
2,7,3,71
2,189,3,42
2,787,3,41
2,264,3,34
2,66,3,36
2,562,3,31
2,270,3,26
2,871,3,25
2,15,3,31
2,137,3,46
2,75,3,28
2,353,3,12
2,21,3,34
2,658,3,12
2,45,3,10
2,121,3,31
2,10,3,1
2,164,2,89
2,1380,2,85
2,2404,2,85
2,1691,2,79
2,14,2,72
2,13,2,72
2,139,2,72
2,206,2,72
2,19,2,86
2,318,2,54
2,561,2,54
2,51,2,44
2,90,2,44
2,241,2,44
2,1494,2,36
2,77,2,36
2,133,2,35
2,70,2,33
2,211,2,31
2,681,2,26
2,272,2,19
2,862,2,19
2,140,2,18
2,217,2,14
2,182,2,14
2,251,2,13
2,1098,2,13
2,106,2,44
2,503,2,10
2,1409,2,12
2,446,2,7
2,769,2,7
2,1209,2,6
2,917,2,4
2,710,2,3
2,1632,2,1
2,2006,2,14
2,2698,1,7
2,1127,1,1
2,647,1,93
2,126,1,90
2,43,1,89
2,242,1,86
2,87,1,81
2,5,1,81
2,111,1,79
2,1156,1,76
2,16,1,72
2,412,1,72
2,5342,1,72
2,95,1,72
2,85,1,72
2,3,1,72
2,219,1,64
2,93,1,61
2,18,1,59
2,350,1,47
2,268,1,46
2,89,1,46
2,1785,1,44
2,306,1,41
2,25,1,39
2,161,1,38
2,52,1,35
2,97,1,34
2,83,1,34
2,117,1,33
2,146,1,33
2,2839,1,31
2,1487,1,31
2,67,1,30
2,175,1,26
2,587,1,26
2,1475,1,21
2,1709,1,18
2,672,1,18
2,39,1,18
2,424,1,16
2,1693,1,15
2,35,1,15
2,449,1,14
2,1998,1,14
2,1929,1,14
2,1977,1,14
2,236,1,14
2,777,1,13
2,63,1,13
2,1957,1,13
2,1635,1,13
2,915,1,13
2,65,1,13
2,508,1,13
2,2499,1,13
2,2497,1,13
2,299,1,13
2,1421,1,13
2,1225,1,12
2,1232,1,12
2,2488,1,12
2,1936,1,12
2,382,1,12
2,355,1,12
2,238,1,12
2,1090,1,12
2,1222,1,12
2,564,1,11
2,2459,1,11
2,774,1,11
2,420,1,11
2,237,1,11
2,209,1,11
2,1922,1,11
2,532,1,11
2,504,1,11
2,7401,1,11
2,987,1,10
2,2446,1,10
2,200,1,10
2,44,1,10
2,986,1,10
2,148,1,10
2,1603,1,10
2,379,1,7
2,436,1,5
2,512,1,3
2,402,1,0
2,11,-5,101
2,7508,-5,14
2,7552,-5,101
2,7500,-10,46
2,7482,-10,46
2,7583,-10,43
2,798,-10,41
2,7577,-10,36
2,7603,-10,101
971,3,10,60
92,3,10,58
7336,3,10,53
5,3,8,78
1545,3,8,58
103,3,8,67
207,3,7,85
43,3,7,67
6,3,7,60
7380,3,6,68
333,3,6,68
287,3,6,68
754,3,6,62
26,3,5,79
34,3,5,70
525,3,5,63
545,3,5,63
56,3,5,63
1849,3,5,63
557,3,5,68
208,3,5,65
1558,3,5,63
2346,3,5,62
974,3,5,79
262,3,5,62
2001,3,5,62
142,3,5,62
815,3,5,66
120,3,5,85
492,3,5,56
1175,3,5,62
32,3,5,63
259,3,5,67
177,3,5,55
172,3,5,63
1347,3,5,52
1338,3,5,48
105,3,4,82
891,3,4,68
818,3,4,70
890,3,4,64
347,3,4,63
93,3,4,68
1362,3,4,61
1547,3,4,60
351,3,4,59
42,3,4,67
123,3,4,59
113,3,4,55
1056,3,4,58
2280,3,4,60
879,3,4,59
36,3,4,55
590,3,3,80
3254,3,3,69
291,3,3,70
3260,3,3,68
1174,3,3,63
3198,3,3,63
460,3,3,63
3200,3,3,63
30,3,3,79
589,3,3,63
115,3,3,66
433,3,3,63
81,3,3,62
7509,3,3,62
973,3,3,61
1555,3,3,63
2334,3,3,61
3154,3,3,61
7595,3,3,61
244,3,3,61
1361,3,3,60
2331,3,3,60
1061,3,3,63
21,3,3,60
1356,3,3,59
509,3,3,59
969,3,3,58
197,3,3,62
493,3,3,60
124,3,3,56
621,3,3,59
1036,3,3,59
1054,3,3,55
1818,3,3,60
90,3,3,56
358,3,3,61
1339,3,3,54
396,3,3,89
748,3,3,55
24,3,3,63
13,3,3,53
170,3,3,48
2336,3,2,91
88,3,2,79
163,3,2,79
158,3,2,79
1576,3,2,67
2353,3,2,65
3221,3,2,64
1358,3,2,63
136,3,2,63
1367,3,2,63
7512,3,2,66
757,3,2,63
49,3,2,67
646,3,2,62
190,3,2,61
1839,3,2,61
2328,3,2,61
1360,3,2,60
7377,3,2,60
7431,3,2,59
2321,3,2,59
125,3,2,61
174,3,2,60
1548,3,2,59
1837,3,2,60
173,3,2,79
1834,3,2,58
107,3,2,58
703,3,2,57
1456,3,2,57
7406,3,2,57
1832,3,2,57
242,3,2,61
3105,3,2,57
641,3,2,61
320,3,2,56
955,3,2,61
885,3,2,56
632,3,2,60
2300,3,2,55
702,3,2,63
228,3,2,55
752,3,2,54
2291,3,2,54
656,3,2,54
877,3,2,53
7,3,2,53
1043,3,2,52
2293,3,1,89
58,3,1,94
290,3,1,85
87,3,1,85
72,3,1,83
650,3,1,79
3328,3,1,79
720,3,1,79
1379,3,1,78
219,3,1,75
19,3,1,74
309,3,1,73
3275,3,1,70
1336,3,1,69
345,3,1,69
336,3,1,69
295,3,1,68
154,3,1,68
1375,3,1,68
97,3,1,68
435,3,1,66
7390,3,1,64
753,3,1,64
12,3,1,64
1853,3,1,64
1184,3,1,64
1064,3,1,63
1560,3,1,63
988,3,1,63
7341,3,1,63
203,3,1,63
976,3,1,63
1063,3,1,63
289,3,1,63
454,3,1,63
7394,3,1,63
3203,3,1,63
1844,3,1,63
2053,3,1,62
1363,3,1,62
3181,3,1,62
288,3,1,62
2263,3,1,62
111,3,1,62
1843,3,1,62
774,3,1,61
3132,3,1,61
1059,3,1,61
2332,3,1,61
691,3,1,61
1550,3,1,60
1060,3,1,60
286,3,1,60
205,3,1,60
1359,3,1,63
1459,3,1,59
2315,3,1,59
135,3,1,58
1835,3,1,58
10,3,1,58
7432,3,1,58
1815,3,1,58
3127,3,1,58
1836,3,1,58
296,3,1,58
266,3,1,58
2311,3,1,57
40,3,1,56
1129,3,1,56
1147,3,1,56
2308,3,1,56
331,3,1,56
27,3,1,74
755,3,1,56
2306,3,1,56
5679,3,1,56
1790,3,1,56
1523,3,1,55
63,3,1,55
937,3,1,55
100,3,1,55
53,3,1,55
2298,3,1,54
3087,3,1,54
1274,3,1,54
227,3,1,54
1348,3,1,54
75,3,1,54
2295,3,1,54
394,3,1,54
3043,3,1,54
2285,3,1,54
1536,3,1,54
883,3,1,54
8,3,1,54
199,3,1,54
2290,3,1,54
11,3,1,54
1816,3,1,53
62,3,1,53
95,3,1,53
701,3,1,52
1524,3,1,52
1169,3,1,52
749,3,1,51
876,3,1,48
33,3,-2,63
3,5,8,69
3,92,8,54
3,6,8,60
3,207,6,85
3,123,6,62
3,287,6,68
3,103,6,67
3,34,5,72
3,56,5,63
3,142,5,62
3,120,5,85
3,351,5,79
3,333,5,68
3,43,5,67
3,32,5,63
3,1338,5,48
3,170,5,48
3,105,4,82
3,818,4,63
3,208,4,65
3,974,4,79
3,347,4,63
3,93,4,68
3,973,4,61
3,1362,4,61
3,1547,4,60
3,509,4,59
3,197,4,61
3,1545,4,59
3,1056,4,58
3,492,4,56
3,2280,4,60
3,879,4,59
3,36,4,53
3,259,4,59
3,19,3,88
3,291,3,70
3,891,3,67
3,460,3,63
3,30,3,63
3,557,3,68
3,1849,3,63
3,136,3,63
3,1558,3,63
3,115,3,66
3,31,3,63
3,890,3,63
3,262,3,67
3,190,3,61
3,1555,3,63
3,7595,3,61
3,1361,3,60
3,971,3,60
3,1359,3,62
3,1061,3,63
3,1356,3,59
3,42,3,60
3,493,3,60
3,331,3,56
3,124,3,56
3,1824,3,56
3,621,3,59
3,1036,3,59
3,754,3,55
3,1054,3,60
3,702,3,63
3,1818,3,60
3,90,3,56
3,396,3,89
3,24,3,63
3,13,3,53
3,88,2,79
3,163,2,79
3,158,2,79
3,590,2,79
3,247,2,70
3,3254,2,69
3,1576,2,67
3,7380,2,67
3,7525,2,70
3,2353,2,64
3,638,2,63
3,1174,2,63
3,525,2,63
3,289,2,63
3,1363,2,62
3,2346,2,62
3,7512,2,66
3,81,2,62
3,7509,2,62
3,646,2,62
3,162,2,61
3,1839,2,61
3,21,2,60
3,244,2,61
3,1360,2,60
3,7377,2,60
3,2321,2,59
3,174,2,60
3,1548,2,59
3,1834,2,58
3,107,2,58
3,969,2,58
3,886,2,58
3,1832,2,57
3,641,2,61
