u,i,ts,label
301,50,0.0,1
301,66,0.0,1
301,278,0.0,1
302,115,0.0,1
302,267,0.0,1
303,33,0.0,1
303,144,0.0,1
304,70,0.0,1
305,18,0.0,1
305,91,0.0,1
305,95,0.0,1
305,296,0.0,1
305,307,0.0,1
306,45,0.0,1
307,296,0.0,1
307,305,0.0,1
311,101,0.0,1
311,192,0.0,1
312,219,0.0,1
314,24,0.0,1
314,288,0.0,1
0,127,1.0,1
0,268,1.0,1
1,67,1.0,1
2,192,1.0,1
2,311,1.0,1
4,116,1.0,1
4,253,1.0,1
5,71,1.0,1
6,32,1.0,1
7,83,1.0,1
7,92,1.0,1
8,248,1.0,1
9,226,1.0,1
13,66,1.0,1
13,231,1.0,1
14,134,1.0,1
16,27,1.0,1
16,235,1.0,1
17,89,1.0,1
19,66,1.0,1
22,103,1.0,1
22,195,1.0,1
23,66,1.0,1
23,140,1.0,1
23,153,1.0,1
24,192,1.0,1
24,288,1.0,1
24,311,1.0,1
25,76,1.0,1
25,139,1.0,1
26,69,1.0,1
27,16,1.0,1
27,235,1.0,1
28,226,1.0,1
29,63,1.0,1
29,150,1.0,1
29,172,1.0,1
29,221,1.0,1
29,259,1.0,1
31,90,1.0,1
31,197,1.0,1
32,6,1.0,1
32,100,1.0,1
32,128,1.0,1
32,232,1.0,1
33,144,1.0,1
33,303,1.0,1
34,86,1.0,1
34,256,1.0,1
35,165,1.0,1
35,223,1.0,1
35,254,1.0,1
35,262,1.0,1
37,233,1.0,1
38,291,1.0,1
39,146,1.0,1
40,50,1.0,1
40,84,1.0,1
40,187,1.0,1
40,222,1.0,1
40,231,1.0,1
40,242,1.0,1
43,222,1.0,1
44,105,1.0,1
44,209,1.0,1
44,227,1.0,1
45,83,1.0,1
45,186,1.0,1
45,284,1.0,1
46,212,1.0,1
46,234,1.0,1
46,252,1.0,1
46,256,1.0,1
46,300,1.0,1
47,149,1.0,1
47,237,1.0,1
48,62,1.0,1
48,84,1.0,1
49,240,1.0,1
50,40,1.0,1
50,186,1.0,1
50,231,1.0,1
50,278,1.0,1
50,301,1.0,1
52,261,1.0,1
54,247,1.0,1
54,290,1.0,1
55,61,1.0,1
56,132,1.0,1
56,151,1.0,1
56,213,1.0,1
56,245,1.0,1
59,74,1.0,1
61,55,1.0,1
61,62,1.0,1
61,120,1.0,1
61,221,1.0,1
61,258,1.0,1
62,48,1.0,1
62,61,1.0,1
62,181,1.0,1
62,221,1.0,1
63,29,1.0,1
63,172,1.0,1
66,13,1.0,1
66,19,1.0,1
66,23,1.0,1
66,231,1.0,1
67,1,1.0,1
69,26,1.0,1
69,125,1.0,1
70,304,1.0,1
71,5,1.0,1
71,226,1.0,1
71,286,1.0,1
72,148,1.0,1
73,92,1.0,1
74,59,1.0,1
75,109,1.0,1
75,197,1.0,1
76,25,1.0,1
78,272,1.0,1
79,98,1.0,1
83,7,1.0,1
83,45,1.0,1
83,229,1.0,1
84,40,1.0,1
84,48,1.0,1
84,107,1.0,1
84,242,1.0,1
85,157,1.0,1
86,34,1.0,1
86,256,1.0,1
87,92,1.0,1
87,225,1.0,1
89,17,1.0,1
90,31,1.0,1
91,305,1.0,1
92,7,1.0,1
92,73,1.0,1
92,87,1.0,1
92,129,1.0,1
92,225,1.0,1
93,97,1.0,1
96,138,1.0,1
96,274,1.0,1
97,93,1.0,1
97,263,1.0,1
98,79,1.0,1
98,239,1.0,1
99,198,1.0,1
99,257,1.0,1
100,32,1.0,1
100,128,1.0,1
100,232,1.0,1
101,311,1.0,1
102,158,1.0,1
103,22,1.0,1
103,195,1.0,1
103,298,1.0,1
104,253,1.0,1
105,44,1.0,1
105,209,1.0,1
106,258,1.0,1
107,84,1.0,1
108,112,1.0,1
109,75,1.0,1
109,197,1.0,1
109,308,1.0,1
110,147,1.0,1
110,202,1.0,1
111,140,1.0,1
112,108,1.0,1
114,241,1.0,1
115,267,1.0,1
115,302,1.0,1
116,4,1.0,1
117,171,1.0,1
119,261,1.0,1
120,61,1.0,1
120,221,1.0,1
120,243,1.0,1
120,280,1.0,1
120,303,1.0,1
122,172,1.0,1
122,300,1.0,1
123,169,1.0,1
125,69,1.0,1
126,135,1.0,1
127,0,1.0,1
128,32,1.0,1
128,100,1.0,1
128,232,1.0,1
129,92,1.0,1
130,179,1.0,1
130,249,1.0,1
131,145,1.0,1
132,56,1.0,1
132,213,1.0,1
134,14,1.0,1
134,213,1.0,1
135,126,1.0,1
135,197,1.0,1
137,301,1.0,1
138,96,1.0,1
138,266,1.0,1
138,291,1.0,1
139,25,1.0,1
139,193,1.0,1
139,238,1.0,1
140,23,1.0,1
140,111,1.0,1
141,295,1.0,1
144,33,1.0,1
144,247,1.0,1
144,303,1.0,1
145,131,1.0,1
146,39,1.0,1
146,279,1.0,1
147,110,1.0,1
148,72,1.0,1
149,47,1.0,1
149,237,1.0,1
150,29,1.0,1
150,221,1.0,1
150,259,1.0,1
151,56,1.0,1
151,245,1.0,1
152,154,1.0,1
152,217,1.0,1
152,277,1.0,1
153,23,1.0,1
154,152,1.0,1
156,249,1.0,1
157,85,1.0,1
158,102,1.0,1
159,244,1.0,1
165,35,1.0,1
165,262,1.0,1
166,181,1.0,1
169,123,1.0,1
171,117,1.0,1
172,29,1.0,1
172,63,1.0,1
172,122,1.0,1
172,300,1.0,1
174,209,1.0,1
175,226,1.0,1
179,130,1.0,1
179,249,1.0,1
181,62,1.0,1
181,166,1.0,1
181,205,1.0,1
182,216,1.0,1
186,45,1.0,1
186,50,1.0,1
186,278,1.0,1
186,284,1.0,1
186,301,1.0,1
187,40,1.0,1
187,222,1.0,1
190,245,1.0,1
192,2,1.0,1
192,24,1.0,1
192,311,1.0,1
193,139,1.0,1
193,246,1.0,1
193,255,1.0,1
195,22,1.0,1
195,103,1.0,1
197,31,1.0,1
197,75,1.0,1
197,109,1.0,1
197,135,1.0,1
198,99,1.0,1
198,257,1.0,1
199,296,1.0,1
202,110,1.0,1
203,269,1.0,1
203,281,1.0,1
204,301,1.0,1
205,181,1.0,1
207,285,1.0,1
208,224,1.0,1
209,44,1.0,1
209,105,1.0,1
209,174,1.0,1
210,222,1.0,1
210,256,1.0,1
212,46,1.0,1
212,234,1.0,1
213,56,1.0,1
213,132,1.0,1
213,134,1.0,1
214,256,1.0,1
214,282,1.0,1
216,182,1.0,1
217,152,1.0,1
217,277,1.0,1
221,29,1.0,1
221,61,1.0,1
221,62,1.0,1
221,120,1.0,1
221,150,1.0,1
221,259,1.0,1
222,40,1.0,1
222,43,1.0,1
222,187,1.0,1
222,210,1.0,1
223,35,1.0,1
223,254,1.0,1
224,208,1.0,1
225,87,1.0,1
225,92,1.0,1
225,293,1.0,1
226,9,1.0,1
226,28,1.0,1
226,71,1.0,1
226,175,1.0,1
227,44,1.0,1
229,83,1.0,1
231,13,1.0,1
231,40,1.0,1
231,50,1.0,1
231,66,1.0,1
232,32,1.0,1
232,100,1.0,1
232,128,1.0,1
233,37,1.0,1
234,46,1.0,1
234,212,1.0,1
234,252,1.0,1
234,256,1.0,1
234,300,1.0,1
235,16,1.0,1
235,27,1.0,1
237,47,1.0,1
237,149,1.0,1
238,139,1.0,1
239,98,1.0,1
240,49,1.0,1
241,114,1.0,1
242,40,1.0,1
242,84,1.0,1
243,120,1.0,1
244,159,1.0,1
245,56,1.0,1
245,151,1.0,1
245,190,1.0,1
246,193,1.0,1
246,255,1.0,1
246,287,1.0,1
246,292,1.0,1
246,307,1.0,1
247,54,1.0,1
247,144,1.0,1
247,290,1.0,1
248,8,1.0,1
249,130,1.0,1
249,156,1.0,1
249,179,1.0,1
252,46,1.0,1
252,234,1.0,1
252,256,1.0,1
252,300,1.0,1
253,4,1.0,1
253,104,1.0,1
254,35,1.0,1
254,223,1.0,1
255,193,1.0,1
255,246,1.0,1
256,34,1.0,1
256,46,1.0,1
256,86,1.0,1
256,210,1.0,1
256,214,1.0,1
256,234,1.0,1
256,252,1.0,1
256,282,1.0,1
257,99,1.0,1
257,198,1.0,1
258,61,1.0,1
258,106,1.0,1
259,29,1.0,1
259,150,1.0,1
259,221,1.0,1
261,52,1.0,1
261,119,1.0,1
262,35,1.0,1
262,165,1.0,1
262,309,1.0,1
263,97,1.0,1
266,138,1.0,1
266,291,1.0,1
267,115,1.0,1
267,302,1.0,1
268,0,1.0,1
269,203,1.0,1
269,281,1.0,1
272,78,1.0,1
274,96,1.0,1
277,152,1.0,1
277,217,1.0,1
278,50,1.0,1
278,186,1.0,1
278,301,1.0,1
279,146,1.0,1
280,120,1.0,1
280,303,1.0,1
281,203,1.0,1
281,269,1.0,1
282,214,1.0,1
282,256,1.0,1
284,45,1.0,1
284,186,1.0,1
285,207,1.0,1
286,71,1.0,1
287,246,1.0,1
287,292,1.0,1
288,24,1.0,1
290,54,1.0,1
290,247,1.0,1
290,307,1.0,1
291,38,1.0,1
291,138,1.0,1
291,266,1.0,1
292,246,1.0,1
292,287,1.0,1
293,225,1.0,1
295,141,1.0,1
296,199,1.0,1
296,307,1.0,1
298,103,1.0,1
300,46,1.0,1
300,122,1.0,1
300,172,1.0,1
300,234,1.0,1
300,252,1.0,1
301,50,1.0,1
301,137,1.0,1
301,186,1.0,1
301,204,1.0,1
301,278,1.0,1
302,115,1.0,1
302,267,1.0,1
303,33,1.0,1
303,120,1.0,1
303,144,1.0,1
303,280,1.0,1
304,70,1.0,1
305,91,1.0,1
307,246,1.0,1
307,290,1.0,1
307,296,1.0,1
308,109,1.0,1
309,262,1.0,1
311,2,1.0,1
311,24,1.0,1
311,101,1.0,1
311,192,1.0,1
0,127,2.0,1
1,67,2.0,1
1,301,2.0,1
2,88,2.0,1
2,311,2.0,1
4,116,2.0,1
4,253,2.0,1
5,71,2.0,1
6,227,2.0,1
6,295,2.0,1
7,92,2.0,1
8,248,2.0,1
10,11,2.0,1
10,78,2.0,1
10,113,2.0,1
10,295,2.0,1
11,10,2.0,1
12,286,2.0,1
13,66,2.0,1
13,153,2.0,1
13,231,2.0,1
14,238,2.0,1
15,22,2.0,1
15,103,2.0,1
15,195,2.0,1
16,235,2.0,1
17,89,2.0,1
17,117,2.0,1
18,143,2.0,1
18,305,2.0,1
19,272,2.0,1
21,226,2.0,1
22,15,2.0,1
22,103,2.0,1
22,195,2.0,1
23,66,2.0,1
23,140,2.0,1
23,144,2.0,1
23,153,2.0,1
23,247,2.0,1
24,288,2.0,1
24,314,2.0,1
25,76,2.0,1
25,139,2.0,1
26,69,2.0,1
26,125,2.0,1
27,45,2.0,1
27,284,2.0,1
27,306,2.0,1
29,150,2.0,1
29,221,2.0,1
29,259,2.0,1
31,294,2.0,1
32,100,2.0,1
32,128,2.0,1
33,144,2.0,1
33,303,2.0,1
35,254,2.0,1
37,233,2.0,1
38,291,2.0,1
39,146,2.0,1
40,50,2.0,1
40,84,2.0,1
40,242,2.0,1
41,124,2.0,1
44,105,2.0,1
45,27,2.0,1
45,264,2.0,1
45,284,2.0,1
46,73,2.0,1
46,92,2.0,1
46,187,2.0,1
46,212,2.0,1
46,234,2.0,1
46,252,2.0,1
46,300,2.0,1
46,306,2.0,1
47,149,2.0,1
47,237,2.0,1
48,140,2.0,1
49,59,2.0,1
49,75,2.0,1
49,240,2.0,1
50,40,2.0,1
50,66,2.0,1
50,186,2.0,1
50,242,2.0,1
50,278,2.0,1
51,200,2.0,1
52,261,2.0,1
54,290,2.0,1
55,61,2.0,1
56,110,2.0,1
56,147,2.0,1
58,72,2.0,1
59,49,2.0,1
59,74,2.0,1
59,215,2.0,1
61,55,2.0,1
61,258,2.0,1
62,181,2.0,1
64,208,2.0,1
64,224,2.0,1
66,13,2.0,1
66,23,2.0,1
66,50,2.0,1
66,153,2.0,1
66,204,2.0,1
66,231,2.0,1
66,301,2.0,1
67,1,2.0,1
69,26,2.0,1
69,125,2.0,1
70,304,2.0,1
71,5,2.0,1
72,58,2.0,1
73,46,2.0,1
73,92,2.0,1
73,95,2.0,1
73,156,2.0,1
73,234,2.0,1
73,306,2.0,1
74,59,2.0,1
75,49,2.0,1
75,240,2.0,1
76,25,2.0,1
77,228,2.0,1
78,10,2.0,1
78,113,2.0,1
79,226,2.0,1
83,132,2.0,1
83,213,2.0,1
83,229,2.0,1
84,40,2.0,1
84,242,2.0,1
87,92,2.0,1
88,2,2.0,1
89,17,2.0,1
90,199,2.0,1
91,202,2.0,1
91,305,2.0,1
92,7,2.0,1
92,46,2.0,1
92,73,2.0,1
92,87,2.0,1
92,129,2.0,1
92,173,2.0,1
92,196,2.0,1
92,225,2.0,1
92,265,2.0,1
93,97,2.0,1
93,107,2.0,1
95,73,2.0,1
96,138,2.0,1
96,266,2.0,1
96,274,2.0,1
97,93,2.0,1
97,263,2.0,1
98,239,2.0,1
99,198,2.0,1
99,257,2.0,1
100,32,2.0,1
100,128,2.0,1
101,311,2.0,1
102,158,2.0,1
103,15,2.0,1
103,22,2.0,1
103,195,2.0,1
103,298,2.0,1
104,213,2.0,1
104,253,2.0,1
105,44,2.0,1
105,209,2.0,1
106,170,2.0,1
107,93,2.0,1
110,56,2.0,1
111,140,2.0,1
111,293,2.0,1
113,10,2.0,1
113,78,2.0,1
114,241,2.0,1
115,267,2.0,1
115,302,2.0,1
116,4,2.0,1
117,17,2.0,1
117,173,2.0,1
117,294,2.0,1
119,261,2.0,1
121,184,2.0,1
122,270,2.0,1
123,169,2.0,1
124,41,2.0,1
125,26,2.0,1
125,69,2.0,1
126,135,2.0,1
127,0,2.0,1
128,32,2.0,1
128,100,2.0,1
128,246,2.0,1
129,92,2.0,1
129,196,2.0,1
131,145,2.0,1
132,83,2.0,1
132,213,2.0,1
135,126,2.0,1
135,199,2.0,1
137,226,2.0,1
138,96,2.0,1
138,266,2.0,1
138,274,2.0,1
139,25,2.0,1
139,193,2.0,1
139,238,2.0,1
140,23,2.0,1
140,48,2.0,1
140,111,2.0,1
140,293,2.0,1
141,171,2.0,1
143,18,2.0,1
144,23,2.0,1
144,33,2.0,1
144,247,2.0,1
144,303,2.0,1
145,131,2.0,1
146,39,2.0,1
147,56,2.0,1
149,47,2.0,1
149,237,2.0,1
150,29,2.0,1
150,221,2.0,1
150,259,2.0,1
151,245,2.0,1
152,154,2.0,1
152,217,2.0,1
152,277,2.0,1
153,13,2.0,1
153,23,2.0,1
153,66,2.0,1
154,152,2.0,1
156,73,2.0,1
158,102,2.0,1
159,244,2.0,1
160,273,2.0,1
165,262,2.0,1
166,181,2.0,1
168,211,2.0,1
169,123,2.0,1
170,106,2.0,1
171,141,2.0,1
173,92,2.0,1
173,117,2.0,1
173,265,2.0,1
173,294,2.0,1
179,249,2.0,1
181,62,2.0,1
181,166,2.0,1
181,205,2.0,1
183,257,2.0,1
184,121,2.0,1
184,251,2.0,1
186,50,2.0,1
186,278,2.0,1
187,46,2.0,1
192,202,2.0,1
192,311,2.0,1
193,139,2.0,1
193,212,2.0,1
193,246,2.0,1
193,255,2.0,1
193,292,2.0,1
194,298,2.0,1
195,15,2.0,1
195,22,2.0,1
195,103,2.0,1
196,92,2.0,1
196,129,2.0,1
198,99,2.0,1
198,257,2.0,1
199,90,2.0,1
199,135,2.0,1
200,51,2.0,1
202,91,2.0,1
202,192,2.0,1
203,269,2.0,1
203,281,2.0,1
203,310,2.0,1
204,66,2.0,1
204,301,2.0,1
205,181,2.0,1
207,285,2.0,1
208,64,2.0,1
208,224,2.0,1
209,105,2.0,1
210,222,2.0,1
211,168,2.0,1
212,46,2.0,1
212,193,2.0,1
213,83,2.0,1
213,104,2.0,1
213,132,2.0,1
213,253,2.0,1
214,256,2.0,1
214,282,2.0,1
215,59,2.0,1
217,152,2.0,1
217,277,2.0,1
221,29,2.0,1
221,150,2.0,1
221,259,2.0,1
222,210,2.0,1
223,254,2.0,1
224,64,2.0,1
224,208,2.0,1
225,92,2.0,1
226,21,2.0,1
226,79,2.0,1
226,137,2.0,1
227,6,2.0,1
227,295,2.0,1
228,77,2.0,1
229,83,2.0,1
231,13,2.0,1
231,66,2.0,1
233,37,2.0,1
234,46,2.0,1
234,73,2.0,1
234,252,2.0,1
234,300,2.0,1
235,16,2.0,1
237,47,2.0,1
237,149,2.0,1
238,14,2.0,1
238,139,2.0,1
239,98,2.0,1
240,49,2.0,1
240,75,2.0,1
241,114,2.0,1
242,40,2.0,1
242,50,2.0,1
242,84,2.0,1
244,159,2.0,1
245,151,2.0,1
246,128,2.0,1
246,193,2.0,1
246,255,2.0,1
246,287,2.0,1
246,292,2.0,1
247,23,2.0,1
247,144,2.0,1
247,290,2.0,1
248,8,2.0,1
249,179,2.0,1
251,184,2.0,1
252,46,2.0,1
252,234,2.0,1
252,300,2.0,1
253,4,2.0,1
253,104,2.0,1
253,213,2.0,1
254,35,2.0,1
254,223,2.0,1
255,193,2.0,1
255,246,2.0,1
255,287,2.0,1
255,292,2.0,1
256,214,2.0,1
256,282,2.0,1
257,99,2.0,1
257,183,2.0,1
257,198,2.0,1
258,61,2.0,1
259,29,2.0,1
259,150,2.0,1
259,221,2.0,1
261,52,2.0,1
261,119,2.0,1
262,165,2.0,1
262,309,2.0,1
263,97,2.0,1
264,45,2.0,1
264,270,2.0,1
264,284,2.0,1
265,92,2.0,1
265,173,2.0,1
266,96,2.0,1
266,138,2.0,1
266,271,2.0,1
267,115,2.0,1
267,302,2.0,1
269,203,2.0,1
269,281,2.0,1
270,122,2.0,1
270,264,2.0,1
270,284,2.0,1
271,266,2.0,1
272,19,2.0,1
273,160,2.0,1
274,96,2.0,1
274,138,2.0,1
277,152,2.0,1
277,217,2.0,1
278,50,2.0,1
278,186,2.0,1
278,301,2.0,1
280,303,2.0,1
281,203,2.0,1
281,269,2.0,1
282,214,2.0,1
282,256,2.0,1
282,312,2.0,1
284,27,2.0,1
284,45,2.0,1
284,264,2.0,1
284,270,2.0,1
285,207,2.0,1
286,12,2.0,1
287,246,2.0,1
287,255,2.0,1
287,292,2.0,1
288,24,2.0,1
288,314,2.0,1
290,54,2.0,1
290,247,2.0,1
291,38,2.0,1
292,193,2.0,1
292,246,2.0,1
292,255,2.0,1
292,287,2.0,1
293,111,2.0,1
293,140,2.0,1
294,31,2.0,1
294,117,2.0,1
294,173,2.0,1
295,6,2.0,1
295,10,2.0,1
295,227,2.0,1
296,307,2.0,1
298,103,2.0,1
298,194,2.0,1
300,46,2.0,1
300,234,2.0,1
300,252,2.0,1
301,1,2.0,1
301,66,2.0,1
301,204,2.0,1
301,278,2.0,1
302,115,2.0,1
302,267,2.0,1
303,33,2.0,1
303,144,2.0,1
303,280,2.0,1
304,70,2.0,1
305,18,2.0,1
305,91,2.0,1
306,27,2.0,1
306,46,2.0,1
306,73,2.0,1
307,296,2.0,1
309,262,2.0,1
310,203,2.0,1
311,2,2.0,1
311,101,2.0,1
311,192,2.0,1
312,282,2.0,1
314,24,2.0,1
314,288,2.0,1
0,72,3.0,1
0,127,3.0,1
1,67,3.0,1
2,88,3.0,1
4,116,3.0,1
5,71,3.0,1
6,227,3.0,1
7,92,3.0,1
8,248,3.0,1
10,11,3.0,1
10,78,3.0,1
10,113,3.0,1
10,141,3.0,1
10,272,3.0,1
10,295,3.0,1
11,10,3.0,1
13,66,3.0,1
13,112,3.0,1
13,153,3.0,1
13,210,3.0,1
13,231,3.0,1
16,27,3.0,1
16,235,3.0,1
17,89,3.0,1
18,143,3.0,1
19,272,3.0,1
20,257,3.0,1
21,226,3.0,1
22,103,3.0,1
22,184,3.0,1
22,195,3.0,1
22,251,3.0,1
23,153,3.0,1
24,288,3.0,1
25,72,3.0,1
26,69,3.0,1
26,125,3.0,1
27,16,3.0,1
27,45,3.0,1
27,235,3.0,1
27,284,3.0,1
29,61,3.0,1
29,150,3.0,1
29,221,3.0,1
29,259,3.0,1
30,266,3.0,1
31,173,3.0,1
31,294,3.0,1
32,100,3.0,1
32,128,3.0,1
32,232,3.0,1
33,144,3.0,1
33,303,3.0,1
34,108,3.0,1
35,165,3.0,1
35,254,3.0,1
35,262,3.0,1
37,233,3.0,1
37,283,3.0,1
39,146,3.0,1
40,50,3.0,1
40,84,3.0,1
40,187,3.0,1
40,242,3.0,1
41,124,3.0,1
44,105,3.0,1
45,27,3.0,1
45,264,3.0,1
45,284,3.0,1
46,73,3.0,1
46,92,3.0,1
46,129,3.0,1
46,196,3.0,1
46,212,3.0,1
46,225,3.0,1
46,234,3.0,1
46,252,3.0,1
47,149,3.0,1
47,237,3.0,1
48,140,3.0,1
49,75,3.0,1
49,240,3.0,1
50,40,3.0,1
50,242,3.0,1
50,278,3.0,1
50,301,3.0,1
52,119,3.0,1
52,261,3.0,1
54,290,3.0,1
55,61,3.0,1
56,59,3.0,1
56,104,3.0,1
56,110,3.0,1
56,132,3.0,1
56,147,3.0,1
56,151,3.0,1
56,213,3.0,1
56,215,3.0,1
58,288,3.0,1
59,56,3.0,1
59,74,3.0,1
59,215,3.0,1
61,29,3.0,1
61,55,3.0,1
61,221,3.0,1
61,258,3.0,1
61,259,3.0,1
66,13,3.0,1
66,204,3.0,1
66,301,3.0,1
67,1,3.0,1
69,26,3.0,1
69,125,3.0,1
71,5,3.0,1
71,194,3.0,1
71,286,3.0,1
72,0,3.0,1
72,25,3.0,1
72,104,3.0,1
72,269,3.0,1
72,281,3.0,1
73,46,3.0,1
73,92,3.0,1
73,129,3.0,1
73,156,3.0,1
73,167,3.0,1
73,234,3.0,1
73,253,3.0,1
73,306,3.0,1
74,59,3.0,1
75,49,3.0,1
75,109,3.0,1
75,240,3.0,1
77,121,3.0,1
77,228,3.0,1
78,10,3.0,1
78,113,3.0,1
78,272,3.0,1
79,98,3.0,1
79,226,3.0,1
80,135,3.0,1
83,229,3.0,1
